type,name,tree,rep,model,optim,logl,k,AIC,AICc,BIC,rf_true,treelength
empirical,HA,ruhfel,1,q1,inferredtree,-84336.2533,727,170126.5066,1228638.5066,173278.0910,112,31.528336901000003
empirical,HA,ruhfel,1,q3,optimizedtruetree,-88298.4601,707,178010.9201,1179122.9201,181075.8035,12,29.033450457899967
empirical,HA,ruhfel,1,hbstyle,inferredtree,-80652.9037,727,162759.8074,1221271.8074,165911.3918,106,28.3978698308
empirical,HA,ruhfel,1,q4,inferredtree,-89588.0048,708,180592.0097,1184536.0097,183661.2281,122,46.13598888790001
empirical,HA,ruhfel,1,q5,inferredtree,-101060.4339,707,203534.8678,1204646.8678,206599.7512,116,42.18204938699996
empirical,HA,ruhfel,1,q5,optimizedtruetree,-101105.9475,707,203625.8950,1204737.8950,206690.7783,12,42.191202388200026
empirical,HA,ruhfel,1,q1,optimizedtruetree,-84351.1585,727,170156.3169,1228668.3169,173307.9014,12,31.545047388900002
empirical,HA,ruhfel,1,pogofit,inferredtree,-80119.5863,708,161655.1725,1165599.1725,164724.3910,106,27.87576621880001
empirical,HA,ruhfel,1,pogofit,optimizedtruetree,-80129.4506,708,161674.9013,1165618.9013,164744.1197,12,27.85275069519997
empirical,HA,ruhfel,1,q4,optimizedtruetree,-89608.3574,708,180632.7149,1184576.7149,183701.9333,12,45.93339945410002
empirical,HA,ruhfel,1,hbstyle,optimizedtruetree,-80661.5383,727,162777.0766,1221289.0766,165928.6611,12,28.352285369999997
empirical,HA,salichos,1,poisson,optimizedtruetree,-21761.6644,43,43609.3289,43616.6058,43795.7362,0,8.3160029294
empirical,HA,salichos,1,poisson,inferredtree,-21755.9546,43,43597.9091,43605.1860,43784.3165,6,8.2815880208
empirical,HA,salichos,1,q2,optimizedtruetree,-20719.4124,44,41526.8247,41534.4548,41717.5671,0,10.426609635699998
empirical,HA,salichos,1,q4,inferredtree,-21486.2207,63,43098.4413,43114.5693,43371.5498,4,17.402011667100002
empirical,HA,salichos,1,q5,inferredtree,-23717.6110,43,47521.2219,47528.4988,47707.6292,4,14.662841642400002
empirical,HA,salichos,1,q1,inferredtree,-20366.8053,63,40859.6106,40875.7386,41132.7190,2,10.257327005600002
empirical,HA,salichos,1,q3,inferredtree,-21018.3023,63,42162.6046,42178.7326,42435.7130,2,11.552409347600001
empirical,HA,salichos,1,hbstyle,inferredtree,-19933.6944,63,39993.3888,40009.5168,40266.4972,2,10.1441230776
empirical,HA,salichos,1,q3,optimizedtruetree,-21020.1652,63,42166.3303,42182.4583,42439.4387,0,11.5383236709
empirical,HA,salichos,1,q2,inferredtree,-20717.5104,44,41523.0208,41530.6508,41713.7632,4,10.393006365700002
empirical,HA,salichos,1,pogofit,optimizedtruetree,-19674.3458,44,39436.6915,39444.3216,39627.4339,0,9.366975967
empirical,HA,salichos,1,q5,optimizedtruetree,-23723.9277,43,47533.8553,47541.1322,47720.2627,0,14.750861703399996
empirical,HA,salichos,1,pogofit,inferredtree,-19672.9506,44,39433.9012,39441.5312,39624.6436,2,9.351317268400003
empirical,HA,salichos,1,q1,optimizedtruetree,-20368.0128,63,40862.0257,40878.1537,41135.1341,0,10.265631975300002
empirical,HA,salichos,1,hbstyle,optimizedtruetree,-19935.4623,63,39996.9245,40013.0525,40270.0329,0,10.1623347885
empirical,HA,salichos,1,q4,optimizedtruetree,-21488.5630,63,43103.1259,43119.2539,43376.2343,0,17.4763224532
empirical,HA,yeast,1,q3,optimizedtruetree,-82417.9567,189,165213.9133,165405.9454,166033.2386,0,40.0481244585
empirical,HA,yeast,1,hbstyle,inferredtree,-77537.7582,209,155493.5165,155741.4826,156399.5428,6,35.278077548500015
empirical,HA,yeast,1,q2,inferredtree,-81251.5651,189,162881.1303,163073.1623,163700.4555,8,37.159622448300006
empirical,HA,yeast,1,q2,optimizedtruetree,-81258.6580,189,162895.3160,163087.3481,163714.6412,0,37.1817309054
empirical,HA,yeast,1,q3,inferredtree,-82411.8497,189,165201.6994,165393.7315,166021.0247,8,40.0197425384
empirical,HA,yeast,1,q1,inferredtree,-79413.1152,209,159244.2303,159492.1964,160150.2567,10,38.90774680000001
empirical,HA,yeast,1,poisson,inferredtree,-85766.4050,189,171910.8101,172102.8422,172730.1353,16,34.1027422575
empirical,HA,yeast,1,poisson,optimizedtruetree,-85806.6946,189,171991.3892,172183.4213,172810.7145,0,34.19181378889999
empirical,HA,yeast,1,q5,inferredtree,-94105.9315,189,188589.8630,188781.8951,189409.1883,22,60.6193549957
empirical,HA,yeast,1,q4,inferredtree,-84904.1099,190,170188.2198,170382.8043,171011.8801,18,57.54303485499998
empirical,HA,yeast,1,q4,optimizedtruetree,-84946.3878,190,170272.7755,170467.3600,171096.4358,0,57.796851106800005
empirical,HA,yeast,1,hbstyle,optimizedtruetree,-77542.0392,209,155502.0784,155750.0445,156408.1047,0,35.17349001469999
empirical,HA,yeast,1,pogofit,optimizedtruetree,-76800.1331,190,153980.2663,154174.8507,154803.9266,0,33.449212035599984
empirical,HA,yeast,1,q5,optimizedtruetree,-94187.7890,189,188753.5779,188945.6100,189572.9032,0,60.842899639999985
empirical,HA,yeast,1,q1,optimizedtruetree,-79418.5185,209,159255.0370,159503.0031,160161.0633,0,38.88494840950001
empirical,HA,yeast,1,pogofit,inferredtree,-76795.4373,190,153970.8745,154165.4590,154794.5348,6,33.424468671
empirical,HA,anderson,2,poisson,inferredtree,-30119.2197,351,60940.4394,62106.0243,62462.0435,74,8.076168651899998
empirical,HA,anderson,2,q2,optimizedtruetree,-28424.6663,352,57553.3326,58731.1146,59079.2717,8,10.170515698999997
empirical,HA,anderson,2,q5,inferredtree,-32595.1750,351,65892.3501,67057.9350,67413.9541,88,11.276107863400002
empirical,HA,anderson,2,q4,inferredtree,-29359.2731,351,59420.5462,60586.1311,60942.1502,70,8.637752763099998
empirical,HA,anderson,2,hbstyle,inferredtree,-26455.4475,371,53652.8951,55090.5201,55261.2002,72,8.592854275499995
empirical,HA,anderson,2,q3,optimizedtruetree,-28884.8491,352,58473.6982,59651.4802,59999.6373,8,10.320185595599996
empirical,HA,anderson,2,q1,inferredtree,-27606.7410,352,55917.4820,57095.2640,57443.4211,76,9.194802103399992
empirical,HA,anderson,2,q2,inferredtree,-28399.2928,352,57502.5856,58680.3676,59028.5247,72,10.164558584300002
empirical,HA,anderson,2,poisson,optimizedtruetree,-30139.4096,351,60980.8192,62146.4041,62502.4233,8,8.087855510900003
empirical,HA,anderson,2,q3,inferredtree,-28859.1050,352,58422.2101,59599.9920,59948.1491,74,10.295140099999992
empirical,HA,anderson,2,pogofit,inferredtree,-26294.5029,352,53293.0058,54470.7878,54818.9449,72,8.442001218499994
empirical,HA,anderson,2,q1,optimizedtruetree,-27627.4241,352,55958.8482,57136.6301,57484.7873,8,9.212757262500007
empirical,HA,anderson,2,q5,optimizedtruetree,-32625.0013,351,65952.0026,67117.5875,67473.6066,8,11.258822985200002
empirical,HA,anderson,2,hbstyle,optimizedtruetree,-26466.7506,371,53675.5011,55113.1261,55283.8063,8,8.599111681
empirical,HA,anderson,2,q4,optimizedtruetree,-29388.9511,351,59479.9021,60645.4870,61001.5062,8,8.653857209100002
empirical,HA,anderson,2,pogofit,optimizedtruetree,-26305.2861,352,53314.5722,54492.3542,54840.5113,8,8.449501631000008
empirical,HA,dosreis,2,hbstyle,inferredtree,-61073.4490,565,123276.8981,762856.8981,125726.2037,24,19.07486556039999
empirical,HA,dosreis,2,q3,optimizedtruetree,-67107.0594,564,135342.1188,772662.1188,137787.0894,0,19.126446688999994
empirical,HA,dosreis,2,q2,optimizedtruetree,-66090.0790,546,133272.1579,168408.8638,135639.0975,0,24.005488830200022
empirical,HA,dosreis,2,poisson,inferredtree,-70553.9148,545,142197.8296,175261.1630,144560.4342,28,18.739164313899984
empirical,HA,dosreis,2,poisson,optimizedtruetree,-70574.7644,545,142239.5288,175302.8621,144602.1334,0,18.763790461500005
empirical,HA,dosreis,2,q4,optimizedtruetree,-68534.9129,547,138163.8257,175633.3257,140535.1004,0,28.087980871300008
empirical,HA,dosreis,2,q5,inferredtree,-77201.3542,545,155492.7085,188556.0418,157855.3130,30,23.070927573499983
empirical,HA,dosreis,2,q4,inferredtree,-68524.5262,547,138143.0524,175612.5524,140514.3271,26,28.097341548299994
empirical,HA,dosreis,2,hbstyle,optimizedtruetree,-61085.5336,565,123301.0672,762881.0672,125750.3729,0,19.0516832361
empirical,HA,dosreis,2,q1,inferredtree,-63993.9591,546,129079.9183,164216.6241,131446.8579,30,20.36478054450001
empirical,HA,dosreis,2,q2,inferredtree,-66075.8996,546,133243.7991,168380.5050,135610.7388,22,23.971186885900018
empirical,HA,dosreis,2,q5,optimizedtruetree,-77221.7868,545,155533.5737,188596.9070,157896.1782,0,23.08239176069997
empirical,HA,dosreis,2,pogofit,inferredtree,-60678.1676,546,122448.3352,157585.0411,124815.2748,26,19.074104650000034
empirical,HA,dosreis,2,q3,inferredtree,-67092.7875,564,135313.5749,772633.5749,137758.5455,24,19.109770220100028
empirical,HA,dosreis,2,q1,optimizedtruetree,-64009.7721,546,129111.5442,164248.2501,131478.4838,0,20.3803974855
empirical,HA,dosreis,2,pogofit,optimizedtruetree,-60690.2973,546,122472.5945,157609.3004,124839.5342,0,19.059167995299983
empirical,HA,greenalga,2,q5,optimizedtruetree,-12403.4365,43,24892.8730,24900.1499,25079.2803,0,4.182540122400001
empirical,HA,greenalga,2,pogofit,inferredtree,-9932.7024,44,19953.4049,19961.0349,20144.1473,0,3.1285701895999996
empirical,HA,greenalga,2,q1,optimizedtruetree,-10434.0876,63,20994.1753,21010.3033,21267.2837,0,3.2595137058000017
empirical,HA,greenalga,2,q4,inferredtree,-11133.9960,44,22355.9920,22363.6221,22546.7344,2,3.1453199686
empirical,HA,greenalga,2,q5,inferredtree,-12398.6968,43,24883.3936,24890.6705,25069.8009,2,4.161363931699999
empirical,HA,greenalga,2,poisson,optimizedtruetree,-11441.8680,43,22969.7360,22977.0129,23156.1433,0,3.001459637100001
empirical,HA,greenalga,2,q1,inferredtree,-10432.8804,63,20991.7608,21007.8888,21264.8692,2,3.2498047052
empirical,HA,greenalga,2,q3,inferredtree,-10801.4735,63,21728.9469,21745.0749,22002.0554,2,3.2500223911999995
empirical,HA,greenalga,2,q2,inferredtree,-10725.5896,44,21539.1792,21546.8092,21729.9216,2,3.117111192600001
empirical,HA,greenalga,2,q4,optimizedtruetree,-11138.7159,44,22365.4319,22373.0620,22556.1743,0,3.1573680528
empirical,HA,greenalga,2,q2,optimizedtruetree,-10728.0848,44,21544.1697,21551.7997,21734.9121,0,3.1261753707000004
empirical,HA,greenalga,2,poisson,inferredtree,-11441.7845,43,22969.5691,22976.8460,23155.9764,2,2.992361231499999
empirical,HA,greenalga,2,hbstyle,inferredtree,-10040.7583,63,20207.5166,20223.6446,20480.6250,0,3.1624280454999996
empirical,HA,greenalga,2,q3,optimizedtruetree,-10804.6741,63,21735.3481,21751.4761,22008.4565,0,3.262007078899999
empirical,HA,greenalga,2,pogofit,optimizedtruetree,-9932.7024,44,19953.4049,19961.0350,20144.1473,0,3.128320015100001
empirical,HA,greenalga,2,hbstyle,optimizedtruetree,-10040.7583,63,20207.5167,20223.6447,20480.6251,0,3.1618995090999995
empirical,HA,greenplant,2,hbstyle,inferredtree,-113233.3370,725,227916.6739,1280616.6739,231059.5882,94,45.93150204390002
empirical,HA,greenplant,2,q3,optimizedtruetree,-122336.0036,705,246082.0072,1241542.0072,249138.2204,30,45.45049326800001
empirical,HA,greenplant,2,q2,optimizedtruetree,-120350.9925,725,242151.9850,1294851.9850,245294.8994,30,51.745777944
empirical,HA,greenplant,2,poisson,inferredtree,-128075.3454,705,257560.6907,1253020.6907,260616.9040,96,43.73314944559999
empirical,HA,greenplant,2,poisson,optimizedtruetree,-128155.8794,705,257721.7587,1253181.7587,260777.9720,30,43.890326223999935
empirical,HA,greenplant,2,q4,optimizedtruetree,-125321.9523,724,252091.9046,1301891.9046,255230.4839,30,50.4771481414
empirical,HA,greenplant,2,q4,inferredtree,-125274.6662,724,251997.3323,1301797.3323,255135.9116,100,50.43247129120003
empirical,HA,greenplant,2,q5,inferredtree,-139587.6692,705,280585.3384,1276045.3384,283641.5516,104,68.9589627475
empirical,HA,greenplant,2,hbstyle,optimizedtruetree,-113263.8478,725,227977.6957,1280677.6957,231120.6100,30,45.78000621690002
empirical,HA,greenplant,2,q1,inferredtree,-117171.6808,725,235793.3616,1288493.3616,238936.2759,98,49.210779360600014
empirical,HA,greenplant,2,q3,inferredtree,-122289.0006,705,245988.0011,1241448.0011,249044.2144,98,45.402073889800015
empirical,HA,greenplant,2,q5,optimizedtruetree,-139680.0128,705,280770.0256,1276230.0256,283826.2389,30,69.12871439480001
empirical,HA,greenplant,2,pogofit,optimizedtruetree,-112486.1094,706,226384.2187,1224668.2187,229444.7670,30,46.573251188500016
empirical,HA,greenplant,2,q2,inferredtree,-120311.2862,725,242072.5724,1294772.5724,245215.4867,92,51.782442236600005
empirical,HA,greenplant,2,pogofit,inferredtree,-112456.5182,706,226325.0365,1224609.0365,229385.5848,98,46.45591142349997
empirical,HA,greenplant,2,q1,optimizedtruetree,-117199.4713,725,235848.9426,1288548.9426,238991.8570,30,49.020020080200034
empirical,HA,opisthokonta,2,q2,optimizedtruetree,-55910.0926,138,112096.1851,112186.4534,112694.4226,0,23.929519809600002
empirical,HA,opisthokonta,2,q4,inferredtree,-58077.5272,137,116429.0543,116517.8149,117022.9567,4,25.239687407199995
empirical,HA,opisthokonta,2,poisson,inferredtree,-59398.1856,137,119070.3713,119159.1318,119664.2737,6,22.17828937210001
empirical,HA,opisthokonta,2,q5,inferredtree,-65079.0485,138,130434.0971,130524.3653,131032.3346,8,36.1358735917
empirical,HA,opisthokonta,2,q3,inferredtree,-56722.2961,158,113760.5922,113884.6515,114445.5308,4,29.559533756000004
empirical,HA,opisthokonta,2,q2,inferredtree,-55904.1021,138,112084.2043,112174.4725,112682.4418,4,23.882355846000003
empirical,HA,opisthokonta,2,q1,inferredtree,-54300.4012,157,108914.8023,109036.9994,109595.4059,2,24.987940751300002
empirical,HA,opisthokonta,2,hbstyle,inferredtree,-52580.7313,157,105475.4627,105597.6597,106156.0662,2,23.9267763937
empirical,HA,opisthokonta,2,q3,optimizedtruetree,-56727.4083,158,113770.8166,113894.8759,114455.7552,0,29.57285550169999
empirical,HA,opisthokonta,2,poisson,optimizedtruetree,-59409.0189,137,119092.0379,119180.7984,119685.9403,0,22.193021714899995
empirical,HA,opisthokonta,2,pogofit,inferredtree,-52131.4171,138,104538.8341,104629.1024,105137.0716,2,23.024151180599993
empirical,HA,opisthokonta,2,q1,optimizedtruetree,-54303.6611,157,108921.3222,109043.5192,109601.9257,0,24.98762629210001
empirical,HA,opisthokonta,2,q5,optimizedtruetree,-65092.8574,138,130461.7148,130551.9830,131059.9523,0,36.15237631639998
empirical,HA,opisthokonta,2,q4,optimizedtruetree,-58082.0688,137,116438.1376,116526.8981,117032.0400,0,25.260884903000008
empirical,HA,opisthokonta,2,hbstyle,optimizedtruetree,-52581.7808,157,105477.5616,105599.7586,106158.1651,0,23.903072024300005
empirical,HA,opisthokonta,2,pogofit,optimizedtruetree,-52132.2379,138,104540.4757,104630.7439,105138.7132,0,23.0154483649
empirical,HA,prum,2,q3,optimizedtruetree,-29419.9951,399,59637.9902,61584.3316,61367.6768,0,8.0180723017
empirical,HA,prum,2,hbstyle,inferredtree,-26950.6524,417,54735.3048,57123.0582,56543.0224,64,7.057654529000008
empirical,HA,prum,2,pogofit,optimizedtruetree,-26815.3347,398,54426.6693,56351.5420,56152.0209,0,7.145347811499999
empirical,HA,prum,2,q2,optimizedtruetree,-28924.4231,398,58644.8463,60569.7190,60370.1979,0,8.955826771700004
empirical,HA,prum,2,poisson,inferredtree,-31000.6538,397,62795.3076,64698.9944,64516.3242,68,7.072797391399997
empirical,HA,prum,2,hbstyle,optimizedtruetree,-26969.2721,417,54772.5443,57160.2977,56580.2619,0,7.065344094499997
empirical,HA,prum,2,q4,optimizedtruetree,-29968.8315,416,60769.6631,63129.8263,62573.0456,0,7.280945307299995
empirical,HA,prum,2,q2,inferredtree,-28899.3220,398,58594.6440,60519.5168,60319.9956,66,8.951286937300003
empirical,HA,prum,2,q3,inferredtree,-29397.4796,399,59592.9592,61539.3007,61322.6459,72,7.993828835800006
empirical,HA,prum,2,q1,optimizedtruetree,-28149.5533,398,57095.1066,59019.9794,58820.4582,0,7.609937860100002
empirical,HA,prum,2,pogofit,inferredtree,-26798.7227,398,54393.4453,56318.3181,56118.7969,58,7.1284485315
empirical,HA,prum,2,poisson,optimizedtruetree,-31034.8828,397,62863.7656,64767.4524,64584.7822,0,7.091386090499999
empirical,HA,prum,2,q5,optimizedtruetree,-33626.7226,397,68047.4452,69951.1319,69768.4617,0,8.541877651000002
empirical,HA,prum,2,q1,inferredtree,-28129.5225,398,57055.0451,58979.9178,58780.3967,64,7.597938151499999
empirical,HA,prum,2,q5,inferredtree,-33565.5640,397,67925.1281,69828.8148,69646.1446,68,8.527715465299995
empirical,HA,prum,2,q4,inferredtree,-29930.0326,416,60692.0651,63052.2284,62495.4477,64,7.261032538300004
empirical,HA,ruhfel,2,q4,optimizedtruetree,-90687.9171,698,182771.8343,1158575.8343,185797.7022,32,45.37837221509997
empirical,HA,ruhfel,2,q1,optimizedtruetree,-84519.0887,717,170472.1774,1200084.1774,173580.4113,32,32.08354275200005
empirical,HA,ruhfel,2,pogofit,inferredtree,-80342.8352,698,162081.6703,1137885.6703,165107.5382,118,29.059339307400013
empirical,HA,ruhfel,2,q5,optimizedtruetree,-101592.5166,697,204579.0331,1177591.0331,207600.5659,32,42.58722457539998
empirical,HA,ruhfel,2,poisson,optimizedtruetree,-92589.4677,697,186572.9355,1159584.9355,189594.4683,32,28.9601002608
empirical,HA,ruhfel,2,q3,optimizedtruetree,-88314.8969,697,178023.7938,1151035.7938,181045.3266,32,30.31378023150002
empirical,HA,ruhfel,2,hbstyle,inferredtree,-80836.4893,717,163106.9785,1192718.9785,166215.2124,116,29.625558767599983
empirical,HA,ruhfel,2,q5,inferredtree,-101500.7452,697,204395.4904,1177407.4904,207417.0232,132,42.50907121779999
empirical,HA,ruhfel,2,hbstyle,optimizedtruetree,-80859.0677,717,163152.1354,1192764.1354,166260.3693,32,29.631035073999985
empirical,HA,ruhfel,2,poisson,inferredtree,-92557.1120,697,186508.2241,1159520.2241,189529.7569,126,28.948709501999986
empirical,HA,ruhfel,2,q4,inferredtree,-90654.8349,698,182705.6698,1158509.6698,185731.5376,118,45.77780523490001
empirical,HA,ruhfel,2,q2,optimizedtruetree,-87117.4731,717,175668.9463,1205280.9463,178777.1802,32,38.1560230757
empirical,HA,ruhfel,2,q1,inferredtree,-84498.0190,717,170430.0381,1200042.0381,173538.2720,118,32.14313245320002
empirical,HA,ruhfel,2,q2,inferredtree,-87088.0670,717,175610.1341,1205222.1341,178718.3680,120,38.117282439300006
empirical,HA,ruhfel,2,pogofit,optimizedtruetree,-80359.2017,698,162114.4033,1137918.4033,165140.2712,32,28.98673967919998
empirical,HA,ruhfel,2,q3,inferredtree,-88287.2789,697,177968.5577,1150980.5577,180990.0906,124,30.30685358969999
empirical,HA,salichos,2,q4,optimizedtruetree,-21322.1813,43,42730.3625,42737.6394,42916.7699,0,9.2836090649
empirical,HA,salichos,2,poisson,optimizedtruetree,-21662.4061,43,43410.8122,43418.0891,43597.2195,0,8.286034717800002
empirical,HA,salichos,2,pogofit,inferredtree,-19483.9118,44,39055.8235,39063.4536,39246.5659,4,9.414291154499999
empirical,HA,salichos,2,q1,optimizedtruetree,-20071.6584,64,40271.3169,40287.9902,40548.7604,0,10.6059355104
empirical,HA,salichos,2,q5,optimizedtruetree,-23530.3961,43,47146.7922,47154.0691,47333.1995,0,15.0652011078
empirical,HA,salichos,2,hbstyle,optimizedtruetree,-19794.0759,63,39714.1519,39730.2799,39987.2603,0,10.207588201299998
empirical,HA,salichos,2,hbstyle,inferredtree,-19787.3216,63,39700.6433,39716.7713,39973.7517,4,10.152157949299998
empirical,HA,salichos,2,q3,optimizedtruetree,-20699.0032,62,41522.0064,41537.5992,41790.7798,0,9.1757484189
empirical,HA,salichos,2,pogofit,optimizedtruetree,-19491.7315,44,39071.4631,39079.0932,39262.2055,0,9.455732386499996
empirical,HA,salichos,2,q2,optimizedtruetree,-20436.7493,64,41001.4985,41018.1719,41278.9420,0,12.840088766799997
empirical,HA,salichos,2,q2,inferredtree,-20429.0450,64,40986.0900,41002.7633,41263.5334,4,12.774556681100002
empirical,HA,salichos,2,q3,inferredtree,-20687.7041,62,41499.4083,41515.0011,41768.1816,6,9.1221408413
empirical,HA,salichos,2,poisson,inferredtree,-21648.7135,43,43383.4269,43390.7039,43569.8343,8,8.220302883699997
empirical,HA,salichos,2,q1,inferredtree,-20059.6958,64,40247.3915,40264.0649,40524.8350,4,10.5626570878
empirical,HA,salichos,2,q5,inferredtree,-23513.2626,43,47112.5253,47119.8022,47298.9326,10,15.092882874799999
empirical,HA,salichos,2,q4,inferredtree,-21311.2815,43,42708.5630,42715.8399,42894.9703,4,9.231604131200003
empirical,HA,yeast,2,q1,optimizedtruetree,-78620.3543,209,157658.7085,157906.6746,158564.7349,0,38.38043499329999
empirical,HA,yeast,2,pogofit,inferredtree,-76054.7074,190,152489.4149,152683.9993,153313.0752,6,34.24415383909997
empirical,HA,yeast,2,q5,optimizedtruetree,-92487.4345,189,185352.8689,185544.9010,186172.1942,0,57.70296403499998
empirical,HA,yeast,2,q4,optimizedtruetree,-83787.2987,189,167952.5974,168144.6295,168771.9227,0,37.09690701100001
empirical,HA,yeast,2,poisson,optimizedtruetree,-85190.9135,189,170759.8271,170951.8592,171579.1523,0,33.733943205200006
empirical,HA,yeast,2,poisson,inferredtree,-85138.4003,189,170654.8005,170846.8326,171474.1258,20,33.5476740996
empirical,HA,yeast,2,q2,optimizedtruetree,-80296.8094,209,161011.6187,161259.5848,161917.6451,0,46.958625343600005
empirical,HA,yeast,2,q4,inferredtree,-83754.3746,189,167886.7492,168078.7812,168706.0744,20,36.9532361499
empirical,HA,yeast,2,q5,inferredtree,-92431.8529,189,185241.7059,185433.7380,186061.0311,24,57.51010582079997
empirical,HA,yeast,2,pogofit,optimizedtruetree,-76062.4244,190,152504.8488,152699.4333,153328.5091,0,34.264832227500015
empirical,HA,yeast,2,q1,inferredtree,-78603.1919,209,157624.3838,157872.3499,158530.4102,18,38.51828467449999
empirical,HA,yeast,2,hbstyle,optimizedtruetree,-76847.2157,209,154112.4314,154360.3975,155018.4578,0,37.49388246709999
empirical,HA,yeast,2,q3,inferredtree,-81517.3119,190,163414.6237,163609.2082,164238.2840,22,49.031238378000005
empirical,HA,yeast,2,q2,inferredtree,-80272.6631,209,160963.3261,161211.2922,161869.3525,18,47.20231610130001
empirical,HA,yeast,2,q3,optimizedtruetree,-81539.8655,190,163459.7309,163654.3154,164283.3913,0,49.1932549488
empirical,HA,yeast,2,hbstyle,inferredtree,-76837.8763,209,154093.7526,154341.7187,154999.7790,6,37.45344828729999
empirical,HA,anderson,3,hbstyle,inferredtree,-26986.3752,373,54718.7504,56187.1925,56335.7256,64,8.492259515499992
empirical,HA,anderson,3,q3,optimizedtruetree,-29331.0315,354,59370.0629,60572.6467,60904.6721,2,8.4955776374
empirical,HA,anderson,3,hbstyle,optimizedtruetree,-26992.5939,373,54731.1878,56199.6299,56348.1630,2,8.499271821700003
empirical,HA,anderson,3,pogofit,optimizedtruetree,-26822.8989,354,54353.7978,55556.3816,55888.4070,2,8.419335803799997
empirical,HA,anderson,3,poisson,inferredtree,-30676.6053,353,62059.2106,63249.3249,63589.4847,62,8.179274221300007
empirical,HA,anderson,3,q2,optimizedtruetree,-28892.3721,354,58492.7441,59695.3279,60027.3534,2,8.3336157677
empirical,HA,anderson,3,q3,inferredtree,-29319.3703,354,59346.7405,60549.3243,60881.3497,72,8.491459144899997
empirical,HA,anderson,3,q2,inferredtree,-28880.3316,354,58468.6631,59671.2469,60003.2723,70,8.323625209099992
empirical,HA,anderson,3,q1,inferredtree,-28131.2219,374,57010.4439,58494.5709,58631.7542,64,8.9034011361
empirical,HA,anderson,3,q4,optimizedtruetree,-29853.9940,354,60415.9880,61618.5717,61950.5972,2,12.238071385700003
empirical,HA,anderson,3,q4,inferredtree,-29838.2133,354,60384.4266,61587.0104,61919.0358,66,12.223488931299995
empirical,HA,anderson,3,q5,inferredtree,-33243.8465,353,67193.6931,68383.8074,68723.9672,76,11.359036631699995
empirical,HA,anderson,3,q5,optimizedtruetree,-33275.9769,353,67257.9538,68448.0681,68788.2280,2,11.3755067534
empirical,HA,anderson,3,pogofit,inferredtree,-26816.9834,354,54341.9668,55544.5505,55876.5760,66,8.416265278399997
empirical,HA,anderson,3,q1,optimizedtruetree,-28142.5315,374,57033.0629,58517.1899,58654.3732,2,8.912796368700002
empirical,HA,anderson,3,poisson,optimizedtruetree,-30689.2089,353,62084.4179,63274.5322,63614.6920,2,8.188504708600002
empirical,HA,dosreis,3,q3,inferredtree,-64459.5840,564,130047.1679,767367.1679,132492.1385,18,18.225770301999994
empirical,HA,dosreis,3,q2,optimizedtruetree,-63481.5592,546,128055.1184,163191.8243,130422.0580,0,24.485831389100035
empirical,HA,dosreis,3,q2,inferredtree,-63472.6618,546,128037.3237,163174.0296,130404.2633,20,24.554006887699995
empirical,HA,dosreis,3,poisson,inferredtree,-67611.7323,545,136313.4646,169376.7979,138676.0692,26,17.841049300699993
empirical,HA,dosreis,3,q1,inferredtree,-61617.1792,546,124326.3584,159463.0643,126693.2980,20,19.80948411710001
empirical,HA,dosreis,3,q4,inferredtree,-66004.7849,564,133137.5698,770457.5698,135582.5404,22,18.819355737500008
empirical,HA,dosreis,3,q5,inferredtree,-75695.3971,545,152480.7943,185544.1276,154843.3988,24,22.50811270169999
empirical,HA,dosreis,3,hbstyle,optimizedtruetree,-58561.5230,565,118253.0460,757833.0460,120702.3517,0,17.78894139520003
empirical,HA,dosreis,3,hbstyle,inferredtree,-58550.6081,565,118231.2161,757811.2161,120680.5218,22,17.78488125080001
empirical,HA,dosreis,3,q3,optimizedtruetree,-64480.0466,564,130088.0932,767408.0932,132533.0638,0,18.240613247699994
empirical,HA,dosreis,3,pogofit,optimizedtruetree,-58152.0245,546,117396.0490,152532.7549,119762.9887,0,17.515065643600003
empirical,HA,dosreis,3,pogofit,inferredtree,-58142.1470,546,117376.2940,152512.9999,119743.2337,18,17.51544648770001
empirical,HA,dosreis,3,q1,optimizedtruetree,-61626.3804,546,124344.7608,159481.4667,126711.7004,0,19.83985725860002
empirical,HA,dosreis,3,q5,optimizedtruetree,-75731.1074,545,152552.2148,185615.5482,154914.8194,0,22.521987657099995
empirical,HA,dosreis,3,q4,optimizedtruetree,-66022.4118,564,133172.8236,770492.8236,135617.7942,0,18.8305584289
empirical,HA,dosreis,3,poisson,optimizedtruetree,-67635.1522,545,136360.3044,169423.6378,138722.9090,0,17.862735340400025
empirical,HA,greenalga,3,q4,optimizedtruetree,-11444.0893,62,23012.1785,23027.7713,23280.9519,0,3.3898440599999993
empirical,HA,greenalga,3,pogofit,inferredtree,-10208.2658,44,20504.5316,20512.1617,20695.2740,0,3.2794024138999993
empirical,HA,greenalga,3,q1,optimizedtruetree,-10738.4139,63,21602.8278,21618.9558,21875.9362,0,3.449078384600001
empirical,HA,greenalga,3,q5,optimizedtruetree,-12848.3104,43,25782.6209,25789.8978,25969.0282,0,4.6163058687000005
empirical,HA,greenalga,3,pogofit,optimizedtruetree,-10208.2659,44,20504.5317,20512.1618,20695.2741,0,3.2785855265999997
empirical,HA,greenalga,3,hbstyle,optimizedtruetree,-10327.5972,63,20781.1944,20797.3224,21054.3028,0,3.3613879595
