name,model,optim,logl,k,AIC,AICc,BIC,rf_pandit,rf_q1,treelength
PF03358,q5,optimizedtruetree,-8852.9428,39,17783.8855,17802.2385,17914.4227,0,2,44.3009919675
PF03358,q5,inferredtree,-8847.4334,39,17772.8668,17791.2197,17903.4040,6,8,43.7152620182
PF03358,q3,inferredtree,-8133.9751,40,16347.9502,16367.3584,16481.8345,2,0,17.876930619500005
PF03358,q2,inferredtree,-8045.0794,41,16172.1588,16192.6588,16309.3902,2,0,22.321503990000004
PF03358,q1,inferredtree,-7971.7307,41,16025.4614,16045.9614,16162.6929,2,0,18.8248976678
PF03358,q4,optimizedtruetree,-8283.1643,58,16682.3285,16727.6530,16876.4608,0,2,27.870298127899996
PF03358,poisson,optimizedtruetree,-8585.0433,39,17248.0866,17266.4396,17378.6238,0,2,13.746018415999998
PF03358,q2,optimizedtruetree,-8045.0795,41,16172.1590,16192.6590,16309.3904,0,2,22.321710591500004
PF03358,poisson,inferredtree,-8583.1614,39,17244.3228,17262.6757,17374.8600,6,6,13.706587527299998
PF03358,q3,optimizedtruetree,-8133.9877,40,16347.9754,16367.3837,16481.8597,0,2,17.8869727193
PF01397,q4,optimizedtruetree,-24646.1855,168,49628.3711,50130.8843,50240.2115,0,32,58.32233904149998
PF01397,poisson,optimizedtruetree,-26520.9684,147,53335.9367,53660.6531,53871.2971,0,32,29.065896472000002
PF01397,q3,inferredtree,-24287.8036,148,48871.6073,49203.2163,49410.6095,12,24,35.19292276749998
PF01397,q2,inferredtree,-24101.3090,148,48498.6179,48830.2270,49037.6202,24,32,33.45793790580001
PF01397,q1,inferredtree,-23656.9394,167,47647.8787,48140.0893,48256.0772,32,0,37.7486168912
PF01397,q1,optimizedtruetree,-23670.8806,167,47675.7612,48167.9718,48283.9597,0,32,38.179128199800004
PF01397,pogofit,inferredtree,-23394.4536,148,47084.9072,47416.5162,47623.9094,32,8,37.40232494090001
PF01397,q5,optimizedtruetree,-26647.3496,148,53590.6992,53922.3082,54129.7014,0,32,58.831291364100025
PF01397,q4,inferredtree,-24629.2334,168,49594.4667,50096.9800,50206.3071,32,24,57.456826477800014
PF01397,q5,inferredtree,-26627.5211,148,53551.0422,53882.6512,54090.0445,34,20,58.77356813889999
PF01397,q3,optimizedtruetree,-24296.5879,148,48889.1759,49220.7849,49428.1781,0,32,35.52603897619999
PF01397,pogofit,optimizedtruetree,-23405.8653,148,47107.7306,47439.3396,47646.7328,0,32,37.48415638170001
PF01397,poisson,inferredtree,-26476.9104,147,53247.8208,53572.5372,53783.1812,46,54,28.669473136399997
PF01397,q2,optimizedtruetree,-24120.9436,148,48537.8873,48869.4963,49076.8895,0,32,34.212145221500016
PF01627,poisson,inferredtree,-47524.0469,483,96014.0939,563558.0939,97380.1694,252,292,151.3812214923001
PF01627,q3,inferredtree,-43793.6605,484,88555.3209,558035.3209,89924.2248,240,266,196.2752250773999
PF01627,q2,inferredtree,-43085.6193,484,87139.2386,556619.2386,88508.1425,250,246,200.3735299172001
PF01627,q2,optimizedtruetree,-43251.7493,484,87471.4986,556951.4986,88840.4025,0,262,202.61115943339988
PF01627,q1,inferredtree,-42198.8464,503,85403.6928,592427.6928,86826.3347,262,0,219.44147480420023
PF01627,poisson,optimizedtruetree,-47799.0535,483,96564.1070,564108.1070,97930.1825,0,262,156.43720557469996
PF01627,q4,inferredtree,-44682.9029,503,90371.8058,597395.8058,91794.4476,272,284,241.11352699920008
PF01627,q5,inferredtree,-48465.6898,484,97899.3796,567379.3796,99268.2834,296,320,503.33884294770036
PF01627,q3,optimizedtruetree,-43912.4790,484,88792.9579,558272.9579,90161.8618,0,262,198.90723514629994
PF01627,q1,optimizedtruetree,-42364.9568,503,85735.9136,592759.9136,87158.5554,0,262,224.4085346899002
PF01627,pogofit,inferredtree,-41896.5890,484,84761.1780,554241.1780,86130.0818,240,224,254.0890455775001
PF01627,q5,optimizedtruetree,-48780.7249,484,98529.4498,568009.4498,99898.3536,0,262,518.8819211048998
PF01627,pogofit,optimizedtruetree,-42048.7343,484,85065.4686,554545.4686,86434.3724,0,262,246.20018928539994
PF01627,q4,optimizedtruetree,-44883.6385,503,90773.2771,597797.2771,92195.9189,0,262,246.64624176040004
PF02866,q3,optimizedtruetree,-8937.8745,72,18019.7490,18095.9229,18261.0828,0,12,18.152768199399997
PF02866,pogofit,optimizedtruetree,-8568.3807,54,17244.7614,17282.8383,17425.7617,0,12,19.963920195399997
PF02866,q5,inferredtree,-10015.1810,53,20136.3620,20172.8206,20314.0105,22,22,34.0467896037
PF02866,q4,inferredtree,-9211.0999,74,18570.1998,18651.8174,18818.2373,16,18,28.3532402758
PF02866,q2,inferredtree,-8798.6776,73,17743.3552,17822.2165,17988.0408,12,10,22.163803252900003
PF02866,q3,inferredtree,-8923.6285,72,17991.2571,18067.4310,18232.5909,18,16,18.310009392399998
PF02866,q1,inferredtree,-8668.1453,55,17446.2906,17486.0325,17630.6428,12,0,23.1451142658
PF02866,q2,optimizedtruetree,-8810.7079,73,17767.4158,17846.2772,18012.1015,0,12,22.214243423899998
PF02866,poisson,inferredtree,-9669.2177,53,19444.4355,19480.8941,19622.0840,14,18,13.9456262455
PF02866,poisson,optimizedtruetree,-9684.7955,53,19475.5910,19512.0496,19653.2395,0,12,14.031308521900002
PF02866,q4,optimizedtruetree,-9232.4840,74,18612.9681,18694.5857,18861.0056,0,12,28.842276358099998
PF02866,q1,optimizedtruetree,-8680.3654,55,17470.7308,17510.4727,17655.0830,0,12,23.0726873105
PF02866,pogofit,inferredtree,-8560.2400,54,17228.4800,17266.5569,17409.4803,6,12,19.9468450018
PF02866,q5,optimizedtruetree,-10041.5302,53,20189.0603,20225.5189,20366.7088,0,12,33.7290911387
PF06968,q4,optimizedtruetree,-10071.3626,123,20388.7252,50892.7252,20736.6077,0,20,73.10253654219997
PF06968,pogofit,optimizedtruetree,-9267.9269,122,18779.8539,33785.8539,19124.9082,0,20,34.055583747399986
PF06968,q5,optimizedtruetree,-10884.4045,121,22010.8091,31852.1424,22353.0350,0,20,57.35647465239998
PF06968,pogofit,inferredtree,-9260.0593,122,18764.1187,33770.1187,19109.1729,24,24,34.72298885650001
PF06968,q1,optimizedtruetree,-9435.4359,123,19116.8718,49620.8718,19464.7544,0,20,38.564611076
PF06968,q3,optimizedtruetree,-9757.0920,140,19794.1840,59274.1840,20190.1479,0,20,31.14968415070001
PF06968,q2,optimizedtruetree,-9671.8264,123,19589.6527,50093.6527,19937.5353,0,20,34.442471500500005
PF06968,poisson,optimizedtruetree,-10580.3991,121,21402.7983,31244.1316,21745.0242,0,20,25.286514940900005
PF06968,q4,inferredtree,-10059.5226,123,20365.0452,50869.0452,20712.9278,34,40,70.7789715137
PF06968,poisson,inferredtree,-10556.4817,121,21354.9634,31196.2967,21697.1893,26,28,24.939527772499982
PF06968,q5,inferredtree,-10858.0122,121,21958.0244,31799.3577,22300.2503,34,40,57.59052390830001
PF06968,q3,inferredtree,-9753.8043,140,19787.6086,59267.6086,20183.5725,14,10,31.220396245400003
PF06968,q2,inferredtree,-9667.7221,123,19581.4442,50085.4442,19929.3268,14,20,34.54599013920002
PF06968,q1,inferredtree,-9431.1544,123,19108.3088,49612.3088,19456.1914,20,0,40.28543109410002
PF03140,q2,inferredtree,-19390.1106,50,38880.2212,38889.4939,39100.1509,8,10,21.0020809494
PF03140,q3,inferredtree,-19712.2081,68,39560.4163,39578.0554,39859.5207,4,8,15.033336124699998
PF03140,q3,optimizedtruetree,-19712.9672,68,39561.9343,39579.5734,39861.0388,0,12,15.0147130495
PF03140,q1,inferredtree,-19135.3800,70,38410.7601,38429.5148,38718.6617,12,0,27.017896563300003
PF03140,q5,inferredtree,-22025.4305,49,44148.8610,44157.7539,44364.3921,14,14,27.930660304899995
PF03140,q4,inferredtree,-20106.0087,68,40348.0174,40365.6565,40647.1219,6,10,18.686298163799997
PF03140,poisson,inferredtree,-21138.6435,49,42375.2870,42384.1799,42590.8181,14,12,12.804653311000001
PF03140,poisson,optimizedtruetree,-21152.7677,49,42403.5353,42412.4282,42619.0665,0,12,12.8181814031
PF03140,q2,optimizedtruetree,-19398.9233,50,38897.8465,38907.1193,39117.7763,0,12,20.885844790900002
PF03140,q4,optimizedtruetree,-20109.5597,68,40355.1193,40372.7584,40654.2238,0,12,18.716165838700004
PF03140,q5,optimizedtruetree,-22036.9466,49,44171.8933,44180.7862,44387.4244,0,12,28.020802324
PF03140,q1,optimizedtruetree,-19139.0860,70,38418.1721,38436.9268,38726.0737,0,12,26.7533111623
PF03140,pogofit,inferredtree,-18951.7944,50,38003.5887,38012.8614,38223.5185,8,6,25.409426784699992
PF03140,pogofit,optimizedtruetree,-18954.3618,50,38008.7236,38017.9963,38228.6534,0,12,25.367783660599997
PF00156,q5,optimizedtruetree,-35421.3253,250,71342.6505,196842.6505,72213.8498,0,76,158.2362643911999
PF00156,q1,optimizedtruetree,-30665.9445,250,61831.8889,187331.8889,62703.0882,0,76,92.59933028880003
PF00156,pogofit,inferredtree,-30303.3791,250,61106.7581,186606.7581,61977.9574,74,54,96.00196359200001
PF00156,q4,inferredtree,-32549.5474,269,65637.0947,210897.0947,66574.5051,82,80,109.70833000670005
PF00156,q5,inferredtree,-35298.2180,250,71096.4360,196596.4360,71967.6352,82,106,154.99349565989996
PF00156,pogofit,optimizedtruetree,-30361.6223,250,61223.2446,186723.2446,62094.4439,0,76,91.95116014100003
PF00156,q3,inferredtree,-31680.1896,250,63860.3792,189360.3792,64731.5784,70,64,78.17201521129999
PF00156,q2,inferredtree,-31206.8492,249,62911.6984,187411.6984,63779.4129,74,50,71.7232887661
PF00156,q1,inferredtree,-30596.1242,250,61692.2485,187192.2485,62563.4477,76,0,95.11170064589999
PF00156,q4,optimizedtruetree,-32621.7975,269,65781.5950,211041.5950,66719.0054,0,76,109.96383958090001
PF00156,q2,optimizedtruetree,-31251.5311,249,63001.0622,187501.0622,63868.7767,0,76,71.56290396740002
PF00156,poisson,inferredtree,-34318.6847,249,69135.3695,193635.3695,70003.0839,94,98,63.541292431699965
PF00156,q3,optimizedtruetree,-31725.2711,250,63950.5423,189450.5423,64821.7415,0,76,77.871777569
PF00156,poisson,optimizedtruetree,-34423.7628,249,69345.5256,193845.5256,70213.2400,0,76,64.16269517559995
PF00990,pogofit,optimizedtruetree,-15160.2755,92,30504.5511,30690.5511,30800.8238,0,52,48.075764905099994
PF00990,q1,optimizedtruetree,-15360.3121,92,30904.6242,31090.6242,31200.8970,0,52,44.684129933
PF00990,pogofit,inferredtree,-15132.7363,92,30449.4726,30635.4726,30745.7453,46,36,47.080985256400005
PF00990,q5,optimizedtruetree,-17431.7941,91,35045.5883,35225.6313,35338.6406,0,52,79.74161100379999
PF00990,q4,inferredtree,-16345.9911,92,32875.9823,33061.9823,33172.2550,58,52,36.752934691799986
PF00990,q5,inferredtree,-17363.8604,91,34909.7209,35089.7639,35202.7732,60,54,77.2718746371
PF00990,q3,inferredtree,-15977.8897,92,32139.7794,32325.7794,32436.0521,52,42,34.911718392499985
PF00990,q2,inferredtree,-15548.6919,112,31321.3838,31672.9394,31682.0637,66,52,61.998565867600036
PF00990,q4,optimizedtruetree,-16371.3892,92,32926.7783,33112.7783,33223.0511,0,52,36.9797463084
PF00990,q1,inferredtree,-15333.5321,92,30851.0641,31037.0641,31147.3369,52,0,45.87179031290002
PF00990,poisson,optimizedtruetree,-17324.9558,91,34831.9116,35011.9546,35124.9640,0,52,31.030181890699993
PF00990,q2,optimizedtruetree,-15591.2247,112,31406.4494,31758.0049,31767.1292,0,52,60.3182416692
PF00990,poisson,inferredtree,-17229.5930,91,34641.1860,34821.2290,34934.2383,66,52,30.073405170499992
PF00990,q3,optimizedtruetree,-15995.3029,92,32174.6058,32360.6058,32470.8785,0,52,35.07999486999999
PF02674,q1,inferredtree,-7037.6502,57,14189.3004,14245.3343,14370.0179,16,0,33.408205853700004
PF02674,q3,optimizedtruetree,-7165.6536,57,14445.3071,14501.3410,14626.0247,0,16,24.460002642600006
PF02674,q2,inferredtree,-7111.9688,56,14335.9376,14389.5846,14513.4847,16,12,20.9509137705
PF02674,q3,inferredtree,-7159.2738,57,14432.5475,14488.5814,14613.2651,8,10,24.485763872199993
PF02674,q5,inferredtree,-7684.2649,37,15442.5297,15462.9065,15559.8376,12,6,25.211514712799996
PF02674,q4,inferredtree,-7295.8770,39,14669.7540,14692.6952,14793.4029,14,12,39.0399131962
PF02674,pogofit,optimizedtruetree,-6895.6854,38,13867.3707,13889.0058,13987.8491,0,16,28.776345243
PF02674,q2,optimizedtruetree,-7116.8264,56,14345.6527,14399.2998,14523.1998,0,16,20.7801342604
PF02674,poisson,inferredtree,-7950.1632,37,15974.3264,15994.7032,16091.6343,18,16,15.683950877800003
PF02674,q4,optimizedtruetree,-7303.1419,39,14684.2838,14707.2250,14807.9327,0,16,38.6965144981
PF02674,pogofit,inferredtree,-6887.7667,38,13851.5333,13873.1684,13972.0117,16,6,29.212975424799993
PF02674,q1,optimizedtruetree,-7046.9378,57,14207.8755,14263.9094,14388.5931,0,16,32.9870915506
PF02674,q5,optimizedtruetree,-7690.6468,37,15455.2937,15475.6705,15572.6016,0,16,25.200316514199997
PF02674,poisson,optimizedtruetree,-7959.0538,37,15992.1076,16012.4844,16109.4155,0,16,15.754842829800005
PF02086,poisson,optimizedtruetree,-15615.5303,49,31329.0607,31347.2763,31513.5551,0,12,17.8674301673
PF02086,q3,optimizedtruetree,-14815.2932,69,29768.5864,29807.3816,30028.3846,0,12,27.854359786499998
PF02086,poisson,inferredtree,-15605.2353,49,31308.4706,31326.6862,31492.9650,14,18,17.7877971803
PF02086,q2,optimizedtruetree,-14647.6399,70,29435.2798,29475.3605,29698.8432,0,12,36.213578553699996
PF02086,q2,inferredtree,-14638.3977,70,29416.7954,29456.8761,29680.3588,12,0,36.27367013769999
PF02086,q4,optimizedtruetree,-15186.9571,49,30471.9141,30490.1297,30656.4085,0,12,30.2810605399
PF02086,q3,inferredtree,-14808.0419,69,29754.0838,29792.8790,30013.8820,14,12,28.399539208700006
PF02086,q1,inferredtree,-14513.0307,51,29128.0615,29147.9266,29320.0862,12,0,26.7808150231
PF02086,pogofit,optimizedtruetree,-14356.5469,50,28813.0938,28832.1236,29001.3533,0,12,28.1207231284
PF02086,q5,inferredtree,-16113.8996,49,32325.7992,32344.0149,32510.2936,18,22,52.903399137499996
PF02086,q4,inferredtree,-15180.3850,49,30458.7701,30476.9857,30643.2644,10,8,30.001064695500002
PF02086,pogofit,inferredtree,-14353.2132,50,28806.4264,28825.4563,28994.6860,14,2,28.384423354800003
PF02086,q1,optimizedtruetree,-14523.7914,51,29149.5829,29169.4481,29341.6076,0,12,26.8195778844
PF02086,q5,optimizedtruetree,-16132.2052,49,32362.4105,32380.6261,32546.9048,0,12,53.119255722000005
PF04203,q5,optimizedtruetree,-6230.6086,41,12543.2171,12573.4276,12668.2612,0,2,33.1529306874
PF04203,pogofit,inferredtree,-5286.6059,42,10657.2118,10689.1764,10785.3057,12,14,17.888712823999995
PF04203,q1,optimizedtruetree,-5429.3935,43,10944.7869,10978.5726,11075.9307,0,2,17.552020534599997
PF04203,q4,optimizedtruetree,-5757.7213,41,11597.4425,11627.6530,11722.4866,0,2,17.934860544
PF04203,pogofit,optimizedtruetree,-5289.2411,42,10662.4822,10694.4468,10790.5762,0,2,17.871152350400006
PF04203,poisson,inferredtree,-5984.3118,41,12050.6236,12080.8341,12175.6677,28,26,12.623215776600004
PF04203,q1,inferredtree,-5428.3012,43,10942.6023,10976.3880,11073.7461,2,0,17.6363176892
PF04203,q2,inferredtree,-5463.3764,62,11050.7528,11134.7528,11239.8438,12,10,23.020241689499997
PF04203,q3,inferredtree,-5529.3495,60,11178.6990,11255.7516,11361.6903,8,10,17.448502859100003
PF04203,q2,optimizedtruetree,-5468.1076,62,11060.2152,11144.2152,11249.3063,0,2,22.191674184600004
PF04203,q5,inferredtree,-6202.4549,41,12486.9099,12517.1204,12611.9539,16,16,33.2314855897
PF04203,q4,inferredtree,-5751.7655,41,11585.5310,11615.7415,11710.5751,16,18,17.891112103599994
PF04203,poisson,optimizedtruetree,-5994.8033,41,12071.6065,12101.8171,12196.6506,0,2,12.585446079100002
PF04203,q3,optimizedtruetree,-5530.9843,60,11181.9686,11259.0212,11364.9599,0,2,17.456989821100002
PF06114,pogofit,optimizedtruetree,-20917.9714,156,42147.9428,43190.1556,42665.5696,0,72,72.78051647400002
PF06114,pogofit,inferredtree,-20874.6469,156,42061.2938,43103.5065,42578.9205,66,64,72.6729999778
PF06114,q1,optimizedtruetree,-21169.5868,156,42651.1737,43693.3865,43168.8004,0,72,67.9346385984
PF06114,q5,optimizedtruetree,-23585.7559,156,47483.5118,48525.7246,48001.1385,0,72,175.2505313528
PF06114,q4,optimizedtruetree,-22169.9814,175,44689.9629,46889.9629,45270.6339,0,72,91.64755444389996
PF06114,poisson,optimizedtruetree,-22804.0286,155,45918.0572,46925.5572,46432.3658,0,72,58.002013302
PF06114,poisson,inferredtree,-22717.1378,155,45744.2757,46751.7757,46258.5843,74,78,56.713849613700006
PF06114,q2,optimizedtruetree,-21491.7360,175,43333.4721,45533.4721,43914.1431,0,72,104.68953374669996
PF06114,q3,inferredtree,-21715.5104,155,43741.0207,44748.5207,44255.3293,56,84,77.19049118200003
PF06114,q2,inferredtree,-21437.3982,175,43224.7963,45424.7963,43805.4673,86,74,109.12235001179998
PF06114,q1,inferredtree,-21122.1409,156,42556.2818,43598.4945,43073.9085,72,0,69.1172162359
PF06114,q3,optimizedtruetree,-21744.5515,155,43799.1031,44806.6031,44313.4117,0,72,78.00838447299996
PF06114,q4,inferredtree,-22129.5406,175,44609.0812,46809.0812,45189.7522,68,80,90.28333622170003
PF06114,q5,inferredtree,-23517.8770,156,47347.7540,48389.9667,47865.3807,62,86,168.35956728710008
PF04965,q4,optimizedtruetree,-4030.5483,60,8181.0965,8343.7632,8340.9028,0,8,16.333832829
PF04965,pogofit,optimizedtruetree,-3673.8110,42,7431.6219,7488.9552,7543.4864,0,8,17.5094230393
PF04965,q1,optimizedtruetree,-3798.7600,42,7681.5201,7738.8534,7793.3845,0,8,17.7973862945
PF04965,pogofit,inferredtree,-3671.0848,42,7426.1695,7483.5028,7538.0340,6,2,17.492548954200004
PF04965,q5,optimizedtruetree,-4425.2004,41,8932.4008,8986.2133,9041.6018,0,8,28.46420751500001
PF04965,q4,inferredtree,-4025.9497,60,8171.8994,8334.5661,8331.7058,6,14,16.2379744558
PF04965,q5,inferredtree,-4418.7982,41,8919.5963,8973.4088,9028.7973,6,14,28.255007230999997
PF04965,q1,inferredtree,-3796.9375,42,7677.8750,7735.2083,7789.7394,8,0,18.4523315236
PF04965,q3,optimizedtruetree,-3901.8689,60,7923.7379,8086.4046,8083.5442,0,8,13.933637386500004
PF04965,q3,inferredtree,-3899.5633,60,7919.1267,8081.7933,8078.9330,10,10,13.916832499500002
PF04965,q2,inferredtree,-3836.9233,61,7795.8467,7967.7558,7958.3165,12,6,18.918706126299995
PF04965,q2,optimizedtruetree,-3841.3832,61,7804.7665,7976.6756,7967.2363,0,8,17.718839163899997
PF04965,poisson,inferredtree,-4272.5838,41,8627.1675,8680.9800,8736.3685,4,4,10.684067449000004
PF04965,poisson,optimizedtruetree,-4274.8283,41,8631.6566,8685.4691,8740.8576,0,8,10.6991751255
PF07681,q4,inferredtree,-22303.4391,210,45026.8783,133646.8783,45699.7197,50,56,70.20940879870004
PF07681,q5,inferredtree,-24210.9285,210,48841.8571,137461.8571,49514.6985,82,82,79.24093894669997
PF07681,poisson,optimizedtruetree,-24231.7571,209,48881.5143,136661.5143,49551.1517,0,60,54.25800550749997
PF07681,q1,inferredtree,-21212.2544,229,42882.5089,148222.5089,43616.2264,60,0,63.99165873449999
PF07681,q3,optimizedtruetree,-21965.1757,228,44386.3514,148810.3514,45116.8649,0,60,84.5603688819
PF07681,q3,inferredtree,-21911.1917,228,44278.3834,148702.3834,45008.8969,78,62,84.15196647149999
PF07681,q2,inferredtree,-21597.6467,228,43651.2935,148075.2935,44381.8070,74,60,71.91018841889999
PF07681,q2,optimizedtruetree,-21627.4631,228,43710.9262,148134.9262,44441.4397,0,60,72.47558774500003
PF07681,poisson,inferredtree,-24144.5908,209,48707.1817,136487.1817,49376.8191,88,80,53.225689354800046
PF07681,pogofit,optimizedtruetree,-20926.0032,210,42272.0064,130892.0064,42944.8478,0,60,68.97570445810001
PF07681,q4,optimizedtruetree,-22329.1236,210,45078.2472,133698.2472,45751.0886,0,60,70.87450870480005
PF07681,q5,optimizedtruetree,-24263.3202,210,48946.6403,137566.6403,49619.4817,0,60,80.30192824209998
PF07681,pogofit,inferredtree,-20905.7728,210,42231.5455,130851.5455,42904.3869,62,40,68.9857788841
PF07681,q1,optimizedtruetree,-21239.6574,229,42937.3149,148277.3149,43671.0324,0,60,64.98253699799997
PF04452,q4,optimizedtruetree,-45494.2372,215,91418.4745,93170.9273,92191.3374,0,78,120.60100866440001
PF04452,q5,optimizedtruetree,-49029.2295,213,98484.4590,100141.9862,99250.1325,0,78,150.22077235129996
PF04452,pogofit,optimizedtruetree,-42262.3401,214,84952.6802,86656.7543,85721.9485,0,78,84.84741932510002
PF04452,pogofit,inferredtree,-42198.3596,214,84824.7193,86528.7934,85593.9875,74,24,84.3913478776
PF04452,q1,optimizedtruetree,-42587.6681,215,85605.3361,87357.7889,86378.1991,0,78,76.61330280760002
PF04452,q3,optimizedtruetree,-44246.7225,233,88959.4451,92074.9879,89797.0128,0,78,73.73598945510001
PF04452,q4,inferredtree,-45375.1308,215,91180.2616,92932.7144,91953.1245,78,60,122.6157854836
PF04452,q5,inferredtree,-48888.5706,213,98203.1412,99860.6684,98968.8147,88,88,148.07128683629998
PF04452,q3,inferredtree,-44205.5087,233,88877.0174,91992.5602,89714.5851,52,56,73.77285768670001
PF04452,q2,inferredtree,-43279.6320,215,86989.2641,88741.7169,87762.1270,64,52,71.05930033920002
PF04452,q1,inferredtree,-42510.4040,215,85450.8080,87203.2608,86223.6710,78,0,76.34569289299996
PF04452,poisson,optimizedtruetree,-47866.2415,213,96158.4829,97816.0102,96924.1564,0,78,56.89959927360003
PF04452,q2,optimizedtruetree,-43362.8394,215,87155.6788,88908.1317,87928.5418,0,78,73.2491428056
PF04452,poisson,inferredtree,-47717.7144,213,95861.4288,97518.9560,96627.1023,80,66,56.2895221905
PF04307,pogofit,optimizedtruetree,-4682.5754,42,9449.1509,9472.4541,9587.2581,0,20,67.5596802831
PF04307,pogofit,inferredtree,-4678.1233,42,9440.2465,9463.5498,9578.3538,8,18,68.31631796420001
PF04307,q1,optimizedtruetree,-4806.1678,62,9736.3357,9794.2023,9940.2082,0,20,41.0536507263
PF04307,q5,optimizedtruetree,-5428.5927,41,10939.1855,10961.2624,11074.0044,0,20,23.605675128600005
PF04307,q4,optimizedtruetree,-4980.0820,60,10080.1641,10133.5947,10277.4601,0,20,21.578458860800005
PF04307,q2,optimizedtruetree,-4870.5651,61,9863.1303,9918.7479,10063.7146,0,20,50.72817543400001
PF04307,poisson,optimizedtruetree,-5404.9118,41,10891.8236,10913.9005,11026.6425,0,20,15.024890919700002
PF04307,poisson,inferredtree,-5384.7050,41,10851.4100,10873.4869,10986.2289,24,24,14.735316233999997
PF04307,q1,inferredtree,-4792.5050,62,9709.0101,9766.8767,9912.8826,20,0,46.185402230899996
PF04307,q3,inferredtree,-4907.5047,61,9937.0095,9992.6271,10137.5938,18,26,24.296006031399997
PF04307,q2,inferredtree,-4852.0381,61,9826.0762,9881.6938,10026.6605,20,14,53.012570226400015
PF04307,q4,inferredtree,-4973.5247,60,10067.0494,10120.4801,10264.3455,18,22,21.509415471499995
PF04307,q5,inferredtree,-5405.6567,41,10893.3134,10915.3903,11028.1323,24,30,23.211791466099996
PF04307,q3,optimizedtruetree,-4913.7129,61,9949.4257,10005.0434,10150.0100,0,20,24.118758678999995
PF04043,pogofit,optimizedtruetree,-37656.6146,248,75809.2292,76883.1771,76775.7234,0,60,101.84321392940008
PF04043,q1,optimizedtruetree,-38009.5752,249,76517.1503,77609.2556,77487.5416,0,60,87.21291679570002
PF04043,pogofit,inferredtree,-37620.0316,248,75736.0633,76810.0111,76702.5574,68,48,100.43781682920002
PF04043,q5,optimizedtruetree,-42505.6479,247,85505.2958,86561.4337,86467.8928,0,60,164.39140562250012
PF04043,q4,optimizedtruetree,-39715.4657,248,79926.9313,81000.8791,80893.4255,0,60,107.22641063120001
PF04043,q5,inferredtree,-42402.5471,247,85299.0942,86355.2321,86261.6912,96,90,162.74421978450022
PF04043,q4,inferredtree,-39651.1932,248,79798.3864,80872.3342,80764.8805,72,64,105.38862276129993
PF04043,q2,inferredtree,-38426.6282,248,77349.2564,78423.2042,78315.7505,74,54,100.42177318250008
PF04043,q3,inferredtree,-38810.6139,266,78153.2278,79617.5990,79189.8708,66,46,98.69998814469994
PF04043,q1,inferredtree,-37971.7330,249,76441.4659,77533.5712,77411.8572,60,0,88.89855330259994
PF04043,poisson,optimizedtruetree,-41871.0752,247,84236.1505,85292.2884,85198.7475,0,60,77.62590629540001
PF04043,poisson,inferredtree,-41757.5906,247,84009.1812,85065.3191,84971.7782,92,80,76.10098262390008
PF04043,q2,optimizedtruetree,-38469.3074,248,77434.6148,78508.5626,78401.1090,0,60,101.17547234879999
PF04043,q3,optimizedtruetree,-38838.8260,266,78209.6520,79674.0231,79246.2949,0,60,98.96916857829999
PF07662,q5,optimizedtruetree,-18760.0016,103,37726.0033,37836.4363,38106.8039,0,22,30.52677878090001
PF07662,pogofit,inferredtree,-16060.5810,104,32329.1620,32442.3226,32713.6597,22,8,29.90938318710001
PF07662,q1,optimizedtruetree,-16364.7525,105,32939.5051,33055.4426,33327.6999,0,22,32.35465305790001
PF07662,poisson,optimizedtruetree,-19314.7382,103,38835.4764,38945.9094,39216.2770,0,22,20.035566469699987
PF07662,q4,optimizedtruetree,-17390.6171,122,35025.2342,35196.7313,35476.2796,0,22,24.514719615700002
PF07662,q4,inferredtree,-17369.1343,122,34982.2686,35153.7658,35433.3141,30,30,24.455192482200005
PF07662,q5,inferredtree,-18703.4552,103,37612.9103,37723.3433,37993.7109,32,28,30.242596664699995
PF07662,pogofit,optimizedtruetree,-16074.8835,104,32357.7670,32470.9276,32742.2647,0,22,30.4135313783
PF07662,q1,inferredtree,-16350.2288,105,32910.4576,33026.3951,33298.6525,22,0,32.1018074116
PF07662,poisson,inferredtree,-19290.8214,103,38787.6427,38898.0757,39168.4434,22,30,19.9675101418
PF07662,q3,inferredtree,-17081.6531,103,34369.3062,34479.7392,34750.1068,20,24,20.491061140999992
PF07662,q2,inferredtree,-16576.0404,123,33398.0808,33573.3911,33852.8233,30,22,30.8590067336
PF07662,q2,optimizedtruetree,-16592.6731,123,33431.3463,33606.6566,33886.0888,0,22,30.265213970699996
PF07662,q3,optimizedtruetree,-17090.9542,103,34387.9085,34498.3414,34768.7091,0,22,20.509321094500006
PF04385,q3,optimizedtruetree,-10659.6066,134,21587.2132,57767.2132,21960.7371,0,80,55.20226750900001
PF04385,pogofit,optimizedtruetree,-10203.5658,134,20675.1316,56855.1316,21048.6555,0,80,57.447489454300005
PF04385,q2,optimizedtruetree,-10535.5561,152,21375.1121,67887.1121,21798.8109,0,80,61.55137589270003
PF04385,poisson,inferredtree,-11376.1161,133,23018.2322,58662.2322,23388.9686,86,78,43.00768301719998
PF04385,q4,optimizedtruetree,-10776.1768,153,21858.3535,68982.3535,22284.8398,0,80,80.50331723539996
PF04385,q2,inferredtree,-10513.2125,152,21330.4249,67842.4249,21754.1237,62,84,60.444952048399976
PF04385,q3,inferredtree,-10626.2675,134,21520.5350,57700.5350,21894.0589,66,88,53.7585860007
