name,tree,rep,model,logl,k,AIC,AICc,BIC,rf_true,treelength
NP,dosreis,6,poisson,-67710.1351,545,136510.2703,731650.2703,138805.0473,24,20.881709480500003
NP,dosreis,6,q1,-61892.5794,546,124877.1587,722201.1587,127176.1463,24,22.48047598420001
NP,dosreis,6,q2,-63824.7457,565,128779.4913,768359.4913,131158.4804,24,26.78599823140003
NP,dosreis,6,q3,-64858.5503,564,130845.1006,768165.1006,133219.8790,20,21.969907169799985
NP,dosreis,6,q4,-66115.9222,545,133321.8444,728461.8444,135616.6215,26,21.696950759100012
NP,dosreis,6,q5,-74590.4637,546,150272.9274,747596.9274,152571.9150,30,28.380562722999976
NP,greenalga,6,poisson,-11087.5674,43,22261.1348,22269.4696,22442.1906,2,3.4696759881000006
NP,greenalga,6,q1,-10194.8969,63,20515.7939,20534.3745,20781.0617,2,3.8044392154999995
NP,greenalga,6,q2,-10432.1508,64,20992.3016,21011.5164,21261.7800,0,4.490624004900001
NP,greenalga,6,q3,-10661.6994,45,21413.3989,21422.5582,21602.8759,2,4.037231329700001
NP,greenalga,6,q4,-10821.1839,62,21766.3678,21784.3264,22027.4250,4,3.8539479893999995
NP,greenalga,6,q5,-12198.0370,43,24482.0740,24490.4088,24663.1298,6,5.2969467095
NP,opisthokonta,6,poisson,-56611.8022,137,113497.6045,113602.6378,114074.4567,10,24.98941787
NP,opisthokonta,6,q1,-51787.4924,157,103888.9848,104034.9025,104550.0491,6,29.538677581199995
NP,opisthokonta,6,q2,-53309.0801,138,106894.1603,107001.0238,107475.2231,6,26.256411452700004
NP,opisthokonta,6,q3,-54179.8859,156,108671.7718,108815.4199,109328.6254,8,27.8043883883
NP,opisthokonta,6,q4,-55346.0985,137,110966.1970,111071.2304,111543.0492,8,27.92114690939999
NP,opisthokonta,6,q5,-61695.0358,137,123664.0717,123769.1050,124240.9239,16,45.8853872733
NP,prum,6,poisson,-31151.9927,397,63097.9854,66258.1054,64769.5937,60,8.345843442700009
NP,prum,6,q1,-28557.0592,398,57910.1184,61118.2396,59585.9373,60,9.198708921799998
NP,prum,6,q2,-29378.6864,417,59591.3728,63949.0228,61347.1931,66,10.469829314400002
NP,prum,6,q3,-29902.2618,417,60638.5236,64996.1736,62394.3438,62,8.614426612499999
NP,prum,6,q4,-30468.7352,399,61735.4703,64992.6132,63415.4998,64,11.95988964419999
NP,prum,6,q5,-33833.3066,397,68460.6133,71620.7333,70132.2215,70,10.507104162799997
NP,ruhfel,6,poisson,-90113.2115,695,181616.4230,1149056.4230,184542.7901,118,32.97002408010001
NP,ruhfel,6,q1,-83119.5884,697,167633.1767,1140645.1767,170567.9650,108,33.79583779779998
NP,ruhfel,6,q2,-85365.2508,715,172160.5017,1196040.5017,175171.0807,112,34.34519846969997
NP,ruhfel,6,q3,-86674.7602,715,174779.5205,1198659.5205,177790.0995,116,34.41841767760005
NP,ruhfel,6,q4,-88578.4762,697,178550.9523,1151562.9523,181485.7406,118,51.07336362549998
NP,ruhfel,6,q5,-98834.4180,696,199060.8360,1169284.8360,201991.4137,128,52.76511837679999
NP,salichos,6,poisson,-20683.0128,43,41452.0255,41460.3603,41633.0813,2,9.641804032000001
NP,salichos,6,q1,-19420.3179,64,38968.6357,38987.8505,39238.1141,0,12.376860741799998
NP,salichos,6,q2,-19858.7970,45,39807.5940,39816.7533,39997.0710,0,12.384629143800003
NP,salichos,6,q3,-20031.8152,63,40189.6304,40208.2110,40454.8982,0,10.845649426799998
NP,salichos,6,q4,-20350.3968,64,40828.7937,40848.0085,41098.2721,0,20.082445238
NP,salichos,6,q5,-22346.7978,43,44779.5955,44787.9303,44960.6513,10,19.7443820361
NP,rayfinned,6,poisson,-50745.6603,607,102705.3207,840817.3207,105261.1549,96,14.509734765999992
NP,rayfinned,6,q1,-46326.9549,608,93869.9098,834413.9098,96429.9546,98,14.897983034099976
NP,rayfinned,6,q2,-47684.3356,627,96622.6711,884134.6711,99262.7174,106,18.953050033700016
NP,rayfinned,6,q3,-48687.2325,609,98592.4650,841572.4650,101156.7204,106,15.53227306260002
NP,rayfinned,6,q4,-49649.7781,607,100513.5561,838625.5561,103069.3904,108,14.37500291869999
NP,rayfinned,6,q5,-55414.4116,608,112044.8233,852588.8233,114604.8681,110,18.874960617200003
NP,spiralia,6,poisson,-37038.4179,203,74482.8359,74764.5502,75337.5877,12,12.192074533699996
NP,spiralia,6,q1,-33657.6510,204,67723.3019,68008.7627,68582.2643,8,13.664254800500002
NP,spiralia,6,q2,-34766.6225,204,69941.2449,70226.7057,70800.2073,8,20.059488633400008
NP,spiralia,6,q3,-35354.7678,223,71155.5356,71520.1487,72094.4994,10,20.755703976999992
NP,spiralia,6,q4,-35916.7944,222,72277.5888,72637.6324,73212.3420,8,12.566277681000011
NP,spiralia,6,q5,-40537.3471,204,81482.6942,81768.1550,82341.6566,10,16.598591201600005
NP,andersen,7,poisson,-28216.2310,349,57130.4620,58781.1377,58599.9615,90,8.828129699299998
NP,andersen,7,q1,-26106.6332,350,52913.2665,54584.6951,54386.9765,92,9.325474445700006
NP,andersen,7,q2,-26833.4754,350,54366.9508,56038.3794,55840.6608,96,9.064900216000002
NP,andersen,7,q3,-27237.2470,350,55174.4939,56845.9225,56648.2040,94,9.341629379200004
NP,andersen,7,q4,-27780.0336,351,56262.0673,57954.5604,57739.9879,88,13.652661870000001
NP,andersen,7,q5,-30954.7303,349,62607.4607,64258.1364,64076.9601,106,13.301975445899995
NP,dosreis,7,poisson,-65006.4081,545,131102.8163,726242.8163,133397.5933,38,19.786835692299995
NP,dosreis,7,q1,-59363.2861,547,119820.5721,719332.5721,122123.7704,36,22.109320041599997
NP,dosreis,7,q2,-61415.0923,566,123962.1847,765806.1847,126345.3843,36,31.016165619000038
NP,dosreis,7,q3,-62439.8411,564,126007.6822,763327.6822,128382.4606,42,20.19189360880003
NP,dosreis,7,q4,-63624.2836,545,128338.5673,723478.5673,130633.3443,44,19.51896657019998
NP,dosreis,7,q5,-72145.5122,545,145381.0244,740521.0244,147675.8014,56,26.159832708900023
NP,greenalga,7,poisson,-11048.6151,43,22183.2302,22191.5650,22364.2860,0,3.448819562699999
NP,greenalga,7,q1,-10202.2403,44,20492.4806,20501.2223,20677.7470,0,3.589940145000001
NP,greenalga,7,q2,-10401.5970,62,20927.1940,20945.1526,21188.2512,0,3.5239701149
NP,greenalga,7,q3,-10521.8506,63,21169.7012,21188.2818,21434.9690,2,3.8103652627000004
NP,greenalga,7,q4,-10826.3258,44,21740.6516,21749.3933,21925.9180,2,5.326267710700001
NP,greenalga,7,q5,-12023.3335,43,24132.6670,24141.0018,24313.7228,4,4.999112189700001
NP,opisthokonta,7,poisson,-56777.8573,137,113829.7146,113934.7479,114406.5668,10,25.132658010600014
NP,opisthokonta,7,q1,-52055.7137,157,104425.4273,104571.3450,105086.4915,4,29.1054019077
NP,opisthokonta,7,q2,-53570.1917,137,107414.3835,107519.4168,107991.2357,6,26.20561273289999
NP,opisthokonta,7,q3,-54606.4064,156,109524.8128,109668.4609,110181.6664,10,26.794837119400004
NP,opisthokonta,7,q4,-55570.6178,156,111453.2356,111596.8837,112110.0892,8,30.87064895880001
NP,opisthokonta,7,q5,-61638.1392,137,123550.2785,123655.3118,124127.1307,18,45.20208320020001
NP,prum,7,poisson,-28624.9963,397,58043.9927,61204.1127,59715.6009,88,7.492475365799999
NP,prum,7,q1,-26038.7024,398,52873.4048,56081.5260,54549.2236,90,8.661750589800006
NP,prum,7,q2,-26825.3235,417,54484.6470,58842.2970,56240.4672,92,10.026671779500003
NP,prum,7,q3,-27372.0400,397,55538.0801,58698.2001,57209.6883,90,7.062463269800004
NP,prum,7,q4,-27863.1324,398,56522.2647,59730.3859,58198.0836,92,7.555821700799996
NP,prum,7,q5,-31076.9234,397,62947.8468,66107.9668,64619.4550,92,9.643944594600008
NP,ruhfel,7,poisson,-88253.2533,701,177908.5066,1162112.5066,180860.1373,112,32.075514624000014
NP,ruhfel,7,q1,-80861.1522,721,163164.3045,1204288.3045,166200.1471,118,33.998535558899945
NP,ruhfel,7,q2,-83193.9847,702,167791.9694,1154803.9694,170747.8106,112,34.296372969800004
NP,ruhfel,7,q3,-84448.5734,720,170337.1468,1208577.1468,173368.7788,110,35.796449518399946
NP,ruhfel,7,q4,-86257.8289,702,173919.6579,1160931.6579,176875.4991,122,34.169670481099985
NP,ruhfel,7,q5,-96520.9085,701,194443.8170,1178647.8170,197395.4476,144,51.44960615570001
NP,salichos,7,poisson,-20767.8526,43,41621.7051,41630.0399,41802.7609,2,9.565138091599998
NP,salichos,7,q1,-19446.5824,63,39019.1648,39037.7454,39284.4326,4,12.148756995000003
NP,salichos,7,q2,-19877.0909,45,39844.1818,39853.3411,40033.6588,0,12.280907400799995
NP,salichos,7,q3,-20087.9208,62,40299.8417,40317.8003,40560.8989,8,11.773601540000001
NP,salichos,7,q4,-20553.3112,44,41194.6223,41203.3641,41379.8887,0,13.615857827
NP,salichos,7,q5,-22476.5144,43,45039.0288,45047.3636,45220.0846,8,19.41548997
NP,rayfinned,7,poisson,-50639.3713,607,102492.7426,840604.7426,105048.5769,54,14.402699879500002
NP,rayfinned,7,q1,-46377.2465,609,93972.4930,836952.4930,96536.7484,50,16.1177245688
NP,rayfinned,7,q2,-47751.5014,627,96757.0028,884269.0028,99397.0491,60,19.309547802099985
NP,rayfinned,7,q3,-48704.9423,609,98627.8846,841607.8846,101192.1400,58,15.961585451700016
NP,rayfinned,7,q4,-49471.5529,607,100157.1058,838269.1058,102712.9400,56,14.235711037900003
NP,rayfinned,7,q5,-55031.8551,607,111277.7103,849389.7103,113833.5445,72,18.089582638800014
NP,spiralia,7,poisson,-37346.2149,203,75098.4298,75380.1441,75953.1816,10,12.342270046
NP,spiralia,7,q1,-33848.5949,204,68105.1898,68390.6506,68964.1523,10,13.714380000799999
NP,spiralia,7,q2,-34744.7727,223,69935.5454,70300.1585,70874.5092,8,13.008193598499997
NP,spiralia,7,q3,-35552.5714,223,71551.1428,71915.7560,72490.1066,10,13.2138568775
NP,spiralia,7,q4,-36087.3960,222,72618.7919,72978.8356,73553.5451,8,12.695045784899996
NP,spiralia,7,q5,-40658.2115,203,81722.4230,82004.1373,82577.1748,8,17.608231521499995
NP,andersen,8,poisson,-29152.2810,345,58994.5621,60565.2200,60447.2191,56,9.0966332077
NP,andersen,8,q1,-26886.3289,366,54504.6578,56555.3753,56045.7374,60,10.883903794399998
NP,andersen,8,q2,-27648.2618,346,55988.5236,57578.7487,57445.3912,68,10.5538683212
NP,andersen,8,q3,-28029.1742,365,56788.3484,58812.4393,58325.2174,64,9.466406704099997
NP,andersen,8,q4,-28636.7537,346,57965.5073,59555.7325,59422.3750,70,13.603834903000001
NP,andersen,8,q5,-31839.3112,345,64368.6224,65939.2803,65821.2794,76,13.787643289999991
NP,dosreis,8,poisson,-67303.9275,545,135697.8550,730837.8550,137992.6320,20,20.622894596500018
NP,dosreis,8,q1,-61254.0199,546,123600.0398,720924.0398,125899.0274,18,22.51896807109998
NP,dosreis,8,q2,-63103.3392,565,127336.6784,766916.6784,129715.6674,18,26.690808443999973
NP,dosreis,8,q3,-64340.5039,547,129775.0079,729287.0079,132078.2061,18,23.943414437699992
NP,dosreis,8,q4,-65557.7011,545,132205.4022,727345.4022,134500.1792,22,20.881460715100005
NP,dosreis,8,q5,-74618.9320,546,150329.8641,747653.8641,152628.8517,26,28.38167256670004
NP,greenalga,8,poisson,-10988.2272,43,22062.4543,22070.7891,22243.5102,2,3.443496205
NP,greenalga,8,q1,-10146.8735,44,20381.7469,20390.4886,20567.0133,2,3.795256401200001
NP,greenalga,8,q2,-10325.9475,64,20779.8950,20799.1097,21049.3734,2,4.620913995399999
NP,greenalga,8,q3,-10537.4478,44,21162.8955,21171.6372,21348.1619,2,3.8760912529000002
NP,greenalga,8,q4,-10732.7315,64,21593.4630,21612.6778,21862.9414,2,6.2634857525999985
NP,greenalga,8,q5,-12107.6529,43,24301.3057,24309.6406,24482.3616,2,5.1833215608000005
NP,opisthokonta,8,poisson,-57092.1210,137,114458.2421,114563.2754,115035.0943,2,25.361197693300007
NP,opisthokonta,8,q1,-52553.3882,157,105420.7765,105566.6941,106081.8407,0,28.893735314599994
NP,opisthokonta,8,q2,-53988.9355,157,108291.8711,108437.7887,108952.9353,2,39.65093441410001
NP,opisthokonta,8,q3,-54980.0227,138,110236.0453,110342.9088,110817.1081,6,26.554486972899998
NP,opisthokonta,8,q4,-55946.3844,139,112170.7688,112279.4839,112756.0422,8,43.935361081399975
NP,opisthokonta,8,q5,-61985.8313,138,124247.6627,124354.5262,124828.7255,18,44.265155707500014
NP,prum,8,poisson,-30803.5306,397,62401.0612,65561.1812,64072.6694,66,8.246462643800001
NP,prum,8,q1,-28382.0811,398,57560.1622,60768.2834,59235.9810,74,8.784154636699991
NP,prum,8,q2,-29309.9005,398,59415.8010,62623.9222,61091.6199,72,11.129700332499993
NP,prum,8,q3,-29708.4679,416,60248.9358,64532.1951,62000.5455,76,8.331946663599998
NP,prum,8,q4,-30191.0559,416,61214.1119,65497.3712,62965.7215,72,8.325790018300001
NP,prum,8,q5,-34012.5985,397,68819.1970,71979.3170,70490.8053,94,10.259557980199991
NP,ruhfel,8,poisson,-90206.1918,691,181794.3836,1138138.3836,184703.9083,118,32.79516072110003
NP,ruhfel,8,q1,-82904.6360,692,167193.2719,1126305.2719,170107.0072,108,33.58776278060002
NP,ruhfel,8,q2,-85203.7642,711,171829.5284,1184293.5284,174823.2650,122,42.00562923790001
NP,ruhfel,8,q3,-86565.1633,692,174514.3265,1133626.3265,177428.0618,118,33.7390740779
NP,ruhfel,8,q4,-88327.2210,692,178038.4419,1137150.4419,180952.1772,130,47.98606483969998
NP,ruhfel,8,q5,-98684.5747,691,198751.1495,1155095.1495,201660.6741,126,51.87375459950001
NP,salichos,8,poisson,-20477.1233,43,41040.2466,41048.5814,41221.3024,4,9.284429126900001
NP,salichos,8,q1,-19090.8654,63,38307.7307,38326.3114,38572.9985,0,11.9122651529
NP,salichos,8,q2,-19515.4435,63,39156.8870,39175.4676,39422.1548,2,15.755599184600003
NP,salichos,8,q3,-19779.5129,62,39683.0258,39700.9844,39944.0830,2,10.263833266499999
NP,salichos,8,q4,-20180.6940,44,40449.3881,40458.1298,40634.6545,2,12.469236252900002
NP,salichos,8,q5,-22180.3035,43,44446.6069,44454.9417,44627.6627,10,18.7301671021
NP,rayfinned,8,poisson,-51829.7447,607,104873.4894,842985.4894,107429.3237,72,14.859852703700014
NP,rayfinned,8,q1,-47559.9362,608,96335.8723,836879.8723,98895.9172,76,15.028747728500003
NP,rayfinned,8,q2,-48895.3807,627,99044.7614,886556.7614,101684.8076,82,15.195276535699998
NP,rayfinned,8,q3,-49818.5625,627,100891.1251,888403.1251,103531.1713,82,15.684038858699987
NP,rayfinned,8,q4,-50717.4936,607,102648.9872,840760.9872,105204.8215,74,14.904957380799985
NP,rayfinned,8,q5,-56638.7038,607,114491.4077,852603.4077,117047.2419,92,19.516131214700003
NP,spiralia,8,poisson,-37764.0368,203,75934.0736,76215.7878,76788.8254,2,12.496624627100005
NP,spiralia,8,q1,-34343.1203,204,69094.2406,69379.7014,69953.2030,2,13.952408219099999
NP,spiralia,8,q2,-35311.3994,223,71068.7988,71433.4119,72007.7626,2,17.3325147972
NP,spiralia,8,q3,-36093.2972,203,72592.5944,72874.3087,73447.3462,2,12.781265859099994
NP,spiralia,8,q4,-36763.3129,204,73934.6257,74220.0865,74793.5881,2,12.667330519
NP,spiralia,8,q5,-41615.3079,204,83638.6158,83924.0766,84497.5782,12,17.80511142519999
NP,andersen,9,poisson,-28216.6638,351,57135.3276,58827.8207,58613.2482,74,8.640659203999993
NP,andersen,9,q1,-26111.6903,352,52927.3807,54641.2566,54409.5119,74,9.235893061899997
NP,andersen,9,q2,-26771.9563,353,54249.9127,55985.4960,55736.2545,66,9.807139932499995
NP,andersen,9,q3,-27159.5573,353,55025.1147,56760.6980,56511.4565,74,9.760351048300002
NP,andersen,9,q4,-27701.6620,353,56109.3240,57844.9073,57595.6658,84,13.531757438499996
NP,andersen,9,q5,-30949.4071,351,62600.8141,64293.3073,64078.7347,90,12.999638438499998
NP,dosreis,9,poisson,-67531.7040,545,136153.4080,731293.4080,138448.1850,22,20.762768031900013
NP,dosreis,9,q1,-61561.2784,547,124216.5569,723728.5569,126519.7551,22,21.42929670949999
NP,dosreis,9,q2,-63592.2090,566,128316.4179,770160.4179,130699.6176,28,27.938690418899977
NP,dosreis,9,q3,-64720.1286,565,130570.2572,770150.2572,132949.2462,26,29.054510152499965
NP,dosreis,9,q4,-65638.3775,564,132404.7549,769724.7549,134779.5334,22,21.17410040520001
NP,dosreis,9,q5,-73835.6055,545,148761.2110,743901.2110,151055.9880,28,27.688910844600006
NP,greenalga,9,poisson,-10880.5027,43,21847.0055,21855.3403,22028.0613,2,3.3729082167000004
NP,greenalga,9,q1,-10104.2866,63,20334.5731,20353.1538,20599.8409,2,3.7193234652
NP,greenalga,9,q2,-10406.6050,44,20901.2101,20909.9518,21086.4765,2,3.7148715523
NP,greenalga,9,q3,-10496.2453,62,21116.4905,21134.4492,21377.5477,2,3.6290399010000005
NP,greenalga,9,q4,-10803.9845,44,21695.9690,21704.7107,21881.2354,2,5.069526984100001
NP,greenalga,9,q5,-11898.3446,43,23882.6892,23891.0240,24063.7450,0,4.8247262694
NP,opisthokonta,9,poisson,-56734.9842,137,113743.9683,113849.0016,114320.8205,4,25.02834776879999
NP,opisthokonta,9,q1,-51986.0859,157,104286.1719,104432.0895,104947.2361,6,31.065906210299993
NP,opisthokonta,9,q2,-53532.1696,138,107340.3392,107447.2027,107921.4020,8,27.601440592699998
NP,opisthokonta,9,q3,-54608.7884,157,109531.5769,109677.4945,110192.6411,10,26.76498589649999
NP,opisthokonta,9,q4,-55609.1131,137,111492.2263,111597.2596,112069.0785,12,27.553211341400008
NP,opisthokonta,9,q5,-62353.7916,138,124983.5833,125090.4468,125564.6461,16,44.716601224700014
NP,prum,9,poisson,-29957.7136,397,60709.4271,63869.5471,62381.0354,82,7.936260058099996
NP,prum,9,q1,-27694.4855,398,56184.9709,59393.0921,57860.7897,80,8.448278768900007
NP,prum,9,q2,-28438.7946,417,57711.5892,62069.2392,59467.4095,82,9.818777973799998
NP,prum,9,q3,-28935.2869,418,58706.5738,63140.5485,60466.6046,80,9.111905349100002
NP,prum,9,q4,-29401.5160,398,59599.0320,62807.1532,61274.8509,82,13.227106546699996
NP,prum,9,q5,-33062.0633,397,66918.1267,70078.2467,68589.7349,94,10.732535223099996
NP,ruhfel,9,poisson,-89957.2989,705,181324.5978,1176784.5978,184293.0708,122,32.8038029002
NP,ruhfel,9,q1,-83131.9752,706,167675.9503,1165959.9503,170648.6340,130,32.34168419090001
NP,ruhfel,9,q2,-85616.2446,705,172642.4892,1168102.4892,175610.9623,130,33.73428997679994
NP,ruhfel,9,q3,-86751.0317,705,174912.0633,1170372.0633,177880.5364,138,33.43607528009996
NP,ruhfel,9,q4,-88836.3412,724,179120.6824,1228920.6824,182169.1569,138,38.96876469700001
NP,ruhfel,9,q5,-98625.8820,705,198661.7639,1194121.7639,201630.2370,136,53.035993727400005
NP,salichos,9,poisson,-20253.1848,43,40592.3695,40600.7043,40773.4253,4,9.313570349499999
NP,salichos,9,q1,-18924.2808,64,37976.5615,37995.7763,38246.0399,6,11.808329045100002
NP,salichos,9,q2,-19241.5541,64,38611.1082,38630.3230,38880.5866,10,13.042434204600003
NP,salichos,9,q3,-19471.3093,63,39068.6185,39087.1992,39333.8863,8,10.364682627799997
NP,salichos,9,q4,-19873.0954,62,39870.1909,39888.1495,40131.2481,6,11.979975814400003
NP,salichos,9,q5,-21612.2554,43,43310.5109,43318.8457,43491.5667,8,18.6026097692
NP,rayfinned,9,poisson,-52717.5027,607,106649.0054,844761.0054,109204.8397,68,15.179833401399986
NP,rayfinned,9,q1,-48198.0342,627,97650.0685,885162.0685,100290.1147,64,17.160325938000003
NP,rayfinned,9,q2,-49554.6141,627,100363.2282,887875.2282,103003.2745,72,20.423977274600002
NP,rayfinned,9,q3,-50577.3008,626,102406.6016,887410.6016,105042.4372,72,15.829937529699999
NP,rayfinned,9,q4,-51538.3698,607,104290.7395,842402.7395,106846.5737,60,15.893430067999995
NP,rayfinned,9,q5,-57689.3439,608,116594.6878,857138.6878,119154.7326,82,19.825509858200007
NP,spiralia,9,poisson,-36658.5775,203,73723.1550,74004.8693,74577.9068,8,11.998688890199999
NP,spiralia,9,q1,-33217.2288,223,66880.4577,67245.0708,67819.4215,8,15.412288009400001
NP,spiralia,9,q2,-34269.9184,224,68987.8368,69357.0676,69931.0112,8,17.20254780550001
NP,spiralia,9,q3,-34986.3537,203,70378.7074,70660.4217,71233.4592,6,12.4993829417
NP,spiralia,9,q4,-35754.1407,203,71914.2814,72195.9957,72769.0332,6,12.882808664800002
NP,spiralia,9,q5,-40412.1682,203,81230.3364,81512.0507,82085.0883,4,17.046182736999995
NP,andersen,10,poisson,-28403.0971,353,57512.1943,59247.7776,58998.5361,74,8.761979838699997
NP,andersen,10,q1,-26095.8019,373,52937.6037,55187.6360,54508.1576,74,10.089476262499995
NP,andersen,10,q2,-26770.0662,373,54286.1325,56536.1647,55856.6863,78,11.066175013599997
NP,andersen,10,q3,-27166.8380,372,55077.6759,57297.7719,56644.0191,70,9.813186524999997
NP,andersen,10,q4,-27666.5244,374,56081.0487,58361.5365,57655.8132,80,13.480627176099999
NP,andersen,10,q5,-30772.3330,354,62252.6660,64010.2884,63743.2185,78,13.405436977599992
NP,dosreis,10,poisson,-66216.0947,545,133522.1893,728662.1893,135816.9663,24,20.24171659730002
NP,dosreis,10,q1,-60255.0896,565,121640.1791,761220.1791,124019.1682,26,24.14831558009999
NP,dosreis,10,q2,-62126.2636,546,125344.5272,722668.5272,127643.5148,26,23.436949952599985
NP,dosreis,10,q3,-63466.8124,564,128061.6249,765381.6249,130436.4033,26,21.117173946900014
NP,dosreis,10,q4,-64582.9172,565,130295.8344,769875.8344,132674.8235,26,30.185057090500013
NP,dosreis,10,q5,-73400.3374,545,147890.6748,743030.6748,150185.4518,38,27.303032797500006
NP,greenalga,10,poisson,-10889.4055,43,21864.8110,21873.1458,22045.8668,0,3.3381800210999995
NP,greenalga,10,q1,-10056.9733,45,20203.9465,20213.1058,20393.4235,0,3.5444305503000004
NP,greenalga,10,q2,-10252.4043,64,20632.8086,20652.0234,20902.2870,2,4.0612859071
NP,greenalga,10,q3,-10439.2767,45,20968.5533,20977.7126,21158.0303,0,3.9746321238999993
NP,greenalga,10,q4,-10577.0463,64,21282.0926,21301.3074,21551.5710,0,5.2188593152000005
NP,greenalga,10,q5,-11670.1862,43,23426.3724,23434.7072,23607.4282,0,4.871830157900001
NP,opisthokonta,10,poisson,-56398.3158,137,113070.6315,113175.6649,113647.4837,2,24.874782420699994
NP,opisthokonta,10,q1,-51552.5857,157,103419.1714,103565.0891,104080.2357,8,29.395690859200002
NP,opisthokonta,10,q2,-53041.0674,157,106396.1348,106542.0524,107057.1990,8,28.41674492560001
NP,opisthokonta,10,q3,-54303.6647,156,108919.3293,109062.9774,109576.1829,8,26.4282256012
NP,opisthokonta,10,q4,-55127.8002,137,110529.6004,110634.6337,111106.4526,10,27.631519616300004
