name,model,logl,k,AIC,AICc,BIC,rf,treelength
PF01464,m5,-10296.4173,67,20726.8345,20822.7503,20934.1158,26,62.0185911744
PF01464,poisson,-9715.2232,67,19564.4464,19660.3621,19771.7276,32,22.335726946599998
PF03797,GTR20,-112580.0149,623,226406.0299,1003910.0299,228891.1528,118,177.86670351989997
PF03797,m1,-112954.8263,435,226779.6525,606099.6525,228514.8508,0,222.34882839689993
PF03797,m2,-114252.5425,434,229373.0849,606953.0849,231104.2942,102,161.51312042739983
PF03797,poisson,-124043.1352,415,248916.2705,594196.2705,250571.6894,176,140.5091483737999
PF03797,m3,-115256.8644,416,231345.7289,578289.7289,233005.1368,132,199.09102131039967
PF03797,m5,-122836.9726,416,246505.9452,593449.9452,248165.3531,138,395.7375899042996
PF03797,m4,-116965.1563,435,234800.3126,614120.3126,236535.5108,128,246.07379999329993
PF00389,poisson,-26772.6225,339,54223.2450,284743.2450,55122.9375,164,75.04668842139996
PF00389,GTR20,-24142.2281,547,49378.4561,648890.4561,50830.1724,146,87.44509198430002
PF00389,m4,-25634.6897,340,51949.3793,283829.3793,52851.7259,182,104.51654493459999
PF00389,m5,-27800.4072,340,56280.8143,288160.8143,57183.1608,170,186.4595283872998
PF00389,m1,-23981.3062,340,48642.6125,280522.6125,49544.9590,0,117.8173103767
PF00389,m3,-24822.0016,341,50326.0032,283570.0032,51231.0036,134,121.19089442829993
PF00389,m2,-24442.7178,360,49605.4355,309525.4355,50560.8612,138,99.4998397525
PF00168,GTR20,-60268.9292,987,122511.8583,2072823.8583,125706.2265,348,234.29464794799986
PF00168,m4,-62953.6118,799,127505.2235,1405905.2235,130091.1407,362,288.8021864654004
PF00168,m5,-68103.3632,780,137766.7264,1356126.7264,140291.1511,440,474.91116833870007
PF00168,m3,-61543.0719,780,124646.1438,1343006.1438,127170.5686,346,220.61822115609976
PF00168,m2,-60669.5866,800,122939.1732,1404539.1732,125528.3268,374,256.2596861796999
PF00168,m1,-59757.8633,799,121113.7265,1399513.7265,123699.6437,0,295.99240564789994
PF00168,poisson,-66395.9377,779,134349.8755,1349589.8755,136871.0638,446,198.84679748730002
PF00501,m5,-372654.4458,804,746916.8916,2041356.8916,750659.8656,346,658.8933588118
PF00501,m4,-346132.2516,805,693874.5031,1991534.5031,697622.1326,308,457.2178543017003
PF00501,m1,-322898.8366,823,647443.6733,2003747.6733,651275.1007,0,327.2008406219998
PF00501,m2,-328855.2145,804,659318.4290,1953758.4290,663061.4031,260,341.0532331876002
PF00501,m3,-335885.3271,803,673376.6541,1964600.6541,677114.9727,304,319.28228295799994
PF00501,poisson,-355409.6998,803,712425.3996,2003649.3996,716163.7182,322,235.06552821129986
PF00501,GTR20,-330099.4114,1011,662220.8228,2708484.8228,666927.4730,264,262.6360967952001
PF00208,poisson,-46534.2929,249,93566.5858,95122.8358,94512.5598,100,41.51682279340007
PF00208,GTR20,-41351.6829,457,83617.3659,502229.3659,85353.5512,72,45.771369345699995
PF00208,m4,-43964.1853,268,88464.3706,90828.0427,89482.5274,82,53.33943327360002
PF00208,m5,-49030.5460,249,98559.0921,100115.3421,99505.0662,96,75.16335688749994
PF00208,m1,-40306.7361,251,81115.4721,82737.3183,82069.0444,0,52.31528319039998
PF00208,m3,-42463.3651,250,85426.7302,87015.3378,86376.5034,76,46.62097402930004
PF00208,m2,-41297.2425,269,83132.4851,85553.4851,84154.4410,60,52.1961192785
PF00109,m5,-69740.3633,334,140148.7265,158797.0599,141434.4010,114,148.80549334390003
PF00109,m4,-64725.5387,353,130157.0774,380081.0774,131515.8890,128,90.76023351619996
PF00109,m1,-60446.2589,353,121598.5177,371522.5177,122957.3294,0,98.02229997190001
PF00109,m2,-61581.1468,353,123868.2937,373792.2937,125227.1053,106,98.65830589179994
PF00109,m3,-62768.2055,354,126244.4110,377584.4110,127607.0720,124,108.616350956
PF00109,GTR20,-61361.0586,541,123804.1171,710248.1171,125886.6018,104,73.47549754789993
PF00109,poisson,-68221.1902,333,137108.3803,154219.4572,138390.2055,126,64.9592455795
PF00977,poisson,-54084.4193,279,108726.8386,110991.1864,109802.4037,138,53.8328419418
PF00977,m1,-46433.4743,280,93426.9486,95741.0662,94506.3687,0,73.99487000879999
PF00977,m3,-49086.9832,280,98733.9664,101048.0840,99813.3865,116,63.75381909529998
PF00977,m2,-47907.0561,299,96412.1123,100073.3367,97564.7788,116,98.03166367630007
PF00977,m4,-50477.2394,298,101550.4787,105114.5587,102699.2902,142,77.07875460649998
PF00977,m5,-56233.5493,279,113025.0986,115289.4464,114100.6636,138,117.46734261119994
PF00977,GTR20,-47619.4337,487,96212.8674,571524.8674,98090.2874,96,62.81595017169998
PF00270,poisson,-70620.7946,393,142027.5892,144038.5242,143719.9554,170,106.76894779199996
PF00270,GTR20,-64058.4144,601,129318.8288,852922.8288,131906.9002,124,125.2094728783
PF00270,m4,-66586.8876,394,133961.7753,135996.1544,135658.4478,108,230.96002660959985
PF00270,m5,-72246.6905,393,145279.3811,147290.3162,146971.7473,200,254.47245242890006
PF00270,m3,-65064.5079,413,130955.0157,133506.9859,132733.5074,136,140.35027840810002
PF00270,m2,-63532.5123,413,127891.0246,130442.9947,129669.5163,66,152.54300268999987
PF00270,m1,-62265.1858,395,125320.3716,127378.5295,127021.3503,0,141.77724110650001
PF00328,GTR20,-72210.6578,407,145235.3157,145854.9276,147209.3170,20,70.94288466339997
PF00328,m1,-71354.2717,201,143110.5435,143219.9828,144085.4188,0,111.3653421034001
PF00328,m3,-73295.7009,219,147029.4018,147162.4957,148091.5794,30,84.44334574529998
PF00328,m2,-72392.6872,201,145187.3744,145296.8137,146162.2497,30,133.07820861919996
PF00328,m4,-75124.5807,200,150649.1615,150757.3714,151619.1867,48,243.2113880326
PF00328,m5,-79891.1473,199,160180.2947,160287.2839,161145.4698,66,172.4113910812
PF00328,poisson,-77455.7197,199,155309.4394,155416.4286,156274.6145,24,61.127497954100015
PF03947,GTR20,-11316.9268,325,23283.8536,235183.8536,24249.0430,64,25.233483895300004
PF03947,m1,-11347.0108,119,22932.0217,24122.0217,23285.4294,0,26.139069440399997
PF03947,m2,-11541.2169,137,23356.4338,29658.4338,23763.2982,52,41.4658491164
PF03947,m3,-11766.8171,137,23807.6343,30109.6343,24214.4987,66,25.02974626239999
PF03947,m5,-13037.6285,117,26309.2571,27371.2571,26656.7252,64,45.2086505671
PF03947,m4,-12067.8769,136,24407.7539,29731.1824,24811.6485,56,25.312336681899996
PF03947,poisson,-12761.4023,117,25756.8047,26818.8047,26104.2728,68,21.801795127600005
PF00237,GTR20,-3647.3151,245,7784.6302,128324.6302,8505.3326,6,8.782050516100004
PF00237,poisson,-4131.5031,37,8337.0063,8364.5749,8445.8470,10,8.0086975238
PF00237,m1,-3738.3666,38,7552.7332,7582.0798,7664.5157,0,10.876631636099999
PF00237,m2,-3762.2289,57,7638.4577,7719.0919,7806.1313,6,11.9969816427
PF00237,m3,-3815.4464,57,7744.8928,7825.5269,7912.5664,2,9.735433349599997
PF00237,m5,-4272.1476,37,8618.2951,8645.8638,8727.1359,12,15.067214927900002
PF00237,m4,-3900.4029,58,7916.8058,8001.2996,8087.4210,10,16.1709570662
PF06426,m2,-4320.6634,67,8775.3267,9008.9678,8954.4063,6,18.4309869961
PF06426,m3,-4392.5295,67,8919.0589,9152.6999,9098.1384,4,32.83038323450001
PF06426,m1,-4274.3798,48,8644.7595,8725.8630,8773.0553,0,17.206107713699996
PF06426,GTR20,-4262.7249,255,9035.4498,139595.4498,9717.0211,8,12.643088426700004
PF06426,m5,-4905.3988,47,9904.7976,9981.2722,10030.4206,18,23.1582378522
PF06426,m4,-4512.9678,49,9123.9355,9209.9004,9254.9041,4,23.902604472200004
PF06426,poisson,-4835.4508,47,9764.9017,9841.3762,9890.5246,20,10.745814924
PF00173,m4,-21645.4904,439,44168.9809,430488.9809,45560.8234,142,122.4965433028
PF00173,m5,-23251.0217,438,47378.0434,431942.0434,48766.7154,184,157.06574908209996
PF00173,m3,-21003.4541,458,42922.9082,463366.9082,44374.9898,140,123.45325970319989
PF00173,m2,-20738.0972,457,42390.1944,461002.1944,43839.1056,122,94.51400219260002
PF00173,poisson,-22823.0987,437,46520.1974,429332.1974,47905.6989,158,66.67283672599994
PF00173,m1,-20304.1645,438,41484.3291,426048.3291,42873.0011,0,95.16617651089992
PF00173,GTR20,-20367.6352,645,42025.2704,875365.2704,44070.2326,124,82.3653310711999
PF02470,m4,-22273.9958,269,45085.9915,190345.9915,45995.1839,116,111.67463447519998
PF02470,m5,-24522.6531,249,49543.3063,174043.3063,50384.9007,134,184.7690425999999
PF02470,m1,-21131.6305,251,42765.2610,169269.2610,43613.6152,0,92.50557467859997
PF02470,m3,-21678.7947,268,43893.5894,188077.5894,44799.4019,112,103.0810309186
PF02470,m2,-21499.6646,251,43501.3292,170005.3292,44349.6835,88,100.26787544879998
PF02470,poisson,-24017.2900,249,48532.5800,173032.5800,49374.1745,140,77.06174262109997
PF02470,GTR20,-21051.1145,457,43016.2290,461628.2290,44560.8421,118,97.60014681859994
PF03734,m4,-10737.8803,83,21641.7606,21758.9371,21916.7567,12,62.94901100909998
PF03734,m5,-11756.7093,81,23675.4186,23785.2037,23943.7883,22,47.464331301
PF03734,m1,-10027.1785,82,20218.3569,20331.7902,20490.0398,0,28.924848920499993
PF03734,m3,-10392.2565,81,20946.5130,21056.2982,21214.8827,10,24.813942204599996
PF03734,m2,-10201.5781,81,20565.1562,20674.9413,20833.5259,24,22.2759620118
PF03734,GTR20,-9905.5061,289,20389.0122,188009.0122,21346.5287,20,23.475307477399998
PF03734,poisson,-10956.4789,81,22074.9579,22184.7430,22343.3276,26,20.384602797899998
PF02734,GTR20,-20066.9080,387,40907.8160,341219.8160,42264.3793,34,35.37234521599999
PF02734,poisson,-22683.5578,179,45725.1156,46701.4793,46352.5700,30,30.175530539700013
PF02734,m2,-19933.9927,200,40267.9855,42054.6521,40969.0518,26,65.96268136129999
PF02734,m3,-20603.5629,179,41565.1258,42541.4894,42192.5801,40,32.0056096035
PF02734,m1,-19613.0156,181,39588.0312,40617.4687,40222.4962,0,48.691666220400016
PF02734,m5,-23386.5345,179,47131.0690,48107.4326,47758.5233,56,61.527423337800016
PF02734,m4,-21127.3305,199,42652.6611,44383.0959,43350.2221,50,41.27959033689999
PF03061,m3,-24330.9562,313,49287.9124,245851.9124,50109.5289,96,128.04420563100007
PF03061,m2,-24055.9891,312,48735.9782,244047.9782,49554.9697,88,101.44572881199996
PF03061,m1,-23629.8124,294,47847.6248,221307.6248,48619.3668,0,121.70945865430002
PF03061,m4,-24901.1406,313,50428.2812,246992.2812,51249.8977,138,159.48466474849997
PF03061,m5,-26919.2303,294,54426.4606,227886.4606,55198.2027,150,236.8732094974001
PF03061,GTR20,-23620.3932,501,48242.7863,551246.7863,49557.8977,116,107.89519645649993
PF03061,poisson,-26035.2192,293,52656.4384,224940.4384,53425.5554,146,90.16133400939992
PF06969,m2,-21474.6753,198,43345.3505,122149.3505,43971.9782,46,75.99071828630002
PF06969,GTR20,-21326.3251,405,43462.6501,372322.6501,44744.3884,82,61.301760468500035
PF06969,m3,-21875.9195,197,44145.8390,122157.8390,44769.3018,68,66.747998988
PF06969,m1,-21099.2741,199,42596.5481,122196.5481,43226.3405,0,83.98994153100001
PF06969,m5,-24442.8349,197,49279.6698,127291.6698,49903.1326,94,138.65685087379995
PF06969,m4,-22515.7868,197,45425.5736,123437.5736,46049.0364,98,77.8616352309
PF06969,poisson,-23355.6365,197,47105.2730,125117.2730,47728.7358,98,52.2305337616
PF00482,m4,-85792.5921,710,173005.1842,1182625.1842,175508.2558,280,287.76744442700016
PF00482,m5,-91158.5867,710,183737.1735,1193357.1735,186240.2450,362,514.8289717149001
PF00482,poisson,-93495.4959,709,188408.9918,1195188.9918,190908.5379,380,204.40261218550003
PF00482,m1,-81778.7104,729,165015.4208,1229355.4208,167585.4760,0,359.7094824366997
PF00482,m3,-84054.4916,729,169566.9832,1233906.9832,172137.0384,252,268.5510193057999
PF00482,m2,-83176.3666,729,167810.7331,1232150.7331,170380.7883,230,319.2994906905001
PF00482,GTR20,-82268.2507,917,166370.5015,1849982.5015,169603.3418,252,269.19939834349987
PF01546,m5,-134378.8579,731,270219.7158,1340403.7158,273515.6261,302,388.8921065653999
PF01546,m4,-124455.6693,732,250375.3386,1323487.3386,253675.7576,244,235.6787909223999
PF01546,m1,-115861.7288,733,233189.4577,1309233.4577,236494.3855,0,231.43993186330002
PF01546,m2,-118468.4273,752,238440.8546,1370952.8546,241831.4490,204,260.32640732330026
PF01546,GTR20,-118263.5232,939,238405.0464,2003725.0464,242638.7806,228,191.08094123889984
PF01546,m3,-120559.3237,733,242584.6475,1318628.6475,245889.5752,226,259.96506636260017
PF01546,poisson,-129804.6517,731,261071.3035,1331255.3035,264367.2137,314,165.93159972140003
PF01602,m3,-34231.2158,82,68626.4317,68645.0273,69012.0931,4,24.607351234899998
PF01602,m2,-33983.9060,64,68095.8120,68106.9053,68396.8160,4,26.373211073100002
PF01602,m1,-33539.0695,83,67244.1391,67263.2143,67634.5037,0,30.5520718557
PF01602,m4,-35045.3493,64,70218.6985,70229.7918,70519.7025,4,26.328905316700006
PF01602,m5,-37138.6217,64,74405.2434,74416.3368,74706.2475,8,42.04693575780001
PF01602,GTR20,-33500.3307,271,67542.6613,67814.1604,68817.2253,4,23.1515160923
PF01602,poisson,-37285.5290,63,74697.0581,74707.7958,74993.3589,8,18.283389242199995
PF00112,poisson,-54567.7170,305,109745.4341,112805.4341,110936.5694,94,53.87829893530004
PF00112,GTR20,-49068.7793,513,99163.5587,626527.5587,101167.0093,72,60.3795799647
PF00112,m5,-56671.3320,305,113952.6641,117012.6641,115143.7994,106,103.77467991739991
PF00112,m4,-51405.5957,305,103421.1914,106481.1914,104612.3268,66,76.27054263619995
PF00112,m1,-47800.5462,306,96213.0925,99344.4925,97408.1332,0,63.35566523780002
PF00112,m2,-48685.4544,326,98022.9088,103353.0088,99296.0567,48,79.05250735699997
PF00112,m3,-50494.0946,325,101638.1893,106806.4820,102907.4319,72,101.22236917530003
PF07703,GTR20,-20203.8819,349,41105.7637,285405.7637,42320.5067,12,47.02925146659999
PF07703,m1,-20219.0874,142,40722.1749,41140.8553,41216.4256,0,51.41927806819999
PF07703,poisson,-22645.6907,141,45573.3813,45981.9935,46064.1514,34,39.233273336299995
PF07703,m3,-20720.4199,142,41724.8397,42143.5201,42219.0904,16,45.37925987850001
PF07703,m2,-20403.1008,161,41128.2017,41796.9709,41688.5845,30,65.89390373720002
PF07703,m4,-21220.8806,161,42763.7612,43432.5305,43324.1441,24,63.07738763370002
PF07703,m5,-23133.9374,142,46551.8748,46970.5552,47046.1255,36,92.12072063770002
PF03710,poisson,-9014.8375,41,18111.6750,18128.8093,18254.8905,4,9.3739319965
PF03710,m1,-8048.2245,62,16220.4491,16263.8491,16437.0189,0,15.2321451939
PF03710,m2,-8193.7677,62,16511.5354,16554.9354,16728.1052,2,25.040518939800002
PF03710,m3,-8317.6850,61,16757.3700,16799.1600,16970.4467,4,12.275017361399998
PF03710,m5,-9429.6522,41,18941.3044,18958.4387,19084.5199,10,23.5475934094
PF03710,m4,-8654.9630,43,17395.9260,17414.9411,17546.1277,2,24.647182561199994
PF03710,GTR20,-8113.5254,249,16725.0507,141225.0507,17594.8230,0,10.681075405499998
